ensembl_gene_id	description
FBgn0033140	
FBgn0050298	transfer RNA:CR30298 [Source:FlyBase gene name;Acc:FBgn0050298]
FBgn0050299	transfer RNA:CR30299 [Source:FlyBase gene name;Acc:FBgn0050299]
FBgn0033141	
FBgn0263934	espinas [Source:FlyBase gene name;Acc:FBgn0263934]
FBgn0015038	Cytochrome P450-9b1 [Source:FlyBase gene name;Acc:FBgn0015038]
FBgn0015039	Cytochrome P450-9b2 [Source:FlyBase gene name;Acc:FBgn0015039]
FBgn0024294	Serine protease inhibitor 43Aa [Source:FlyBase gene name;Acc:FBgn0024294]
FBgn0033145	
FBgn0003090	prickle [Source:FlyBase gene name;Acc:FBgn0003090]
FBgn0024293	Serine protease inhibitor 43Ab [Source:FlyBase gene name;Acc:FBgn0024293]
FBgn0044011	Spn43Ad [Source:FlyBase gene name;Acc:FBgn0044011]
FBgn0002930	necrotic [Source:FlyBase gene name;Acc:FBgn0002930]
FBgn0033149	
FBgn0053140	
FBgn0050385	
FBgn0050384	
FBgn0026389	Odorant receptor 43a [Source:FlyBase gene name;Acc:FBgn0026389]
FBgn0026602	Ady43A [Source:FlyBase gene name;Acc:FBgn0026602]
FBgn0033153	Gadd45 [Source:FlyBase gene name;Acc:FBgn0033153]
FBgn0033154	
FBgn0033155	
FBgn0260991	Inner centromere protein [Source:FlyBase gene name;Acc:FBgn0260991]
FBgn0003174	pawn [Source:FlyBase gene name;Acc:FBgn0003174]
FBgn0033158	
FBgn0033159	Down syndrome cell adhesion molecule [Source:FlyBase gene name;Acc:FBgn0033159]
FBgn0000352	costa [Source:FlyBase gene name;Acc:FBgn0000352]
FBgn0033160	
FBgn0041243	Gustatory receptor 43a [Source:FlyBase gene name;Acc:FBgn0041243]
FBgn0033162	
FBgn0033166	ELL-associated factor [Source:FlyBase gene name;Acc:FBgn0033166]
FBgn0033164	
FBgn0033165	
FBgn0262583	
FBgn0262948	
FBgn0263529	mir-4977 stem loop [Source:FlyBase gene name;Acc:FBgn0263529]
FBgn0033167	
FBgn0003460	sine oculis [Source:FlyBase gene name;Acc:FBgn0003460]
FBgn0033168	
FBgn0033169	
FBgn0033170	secretory Phospholipase A2 [Source:FlyBase gene name;Acc:FBgn0033170]
FBgn0040513	kappaB-Ras [Source:FlyBase gene name;Acc:FBgn0040513]
FBgn0050503	
FBgn0050502	fatty acid 2-hydroylase [Source:FlyBase gene name;Acc:FBgn0050502]
FBgn0033174	
FBgn0025885	Inos [Source:FlyBase gene name;Acc:FBgn0025885]
FBgn0033177	
FBgn0033178	
FBgn0033179	p47 [Source:FlyBase gene name;Acc:FBgn0033179]
FBgn0010548	Aldehyde dehydrogenase type III [Source:FlyBase gene name;Acc:FBgn0010548]
FBgn0259745	wech [Source:FlyBase gene name;Acc:FBgn0259745]
FBgn0263240	Corepressor of Pangolin [Source:FlyBase gene name;Acc:FBgn0263240]
FBgn0263967	
FBgn0033183	
FBgn0015929	disc proliferation abnormal [Source:FlyBase gene name;Acc:FBgn0015929]
FBgn0261397	dilute class unconventional myosin [Source:FlyBase gene name;Acc:FBgn0261397]
FBgn0033184	
FBgn0025185	az2 [Source:FlyBase gene name;Acc:FBgn0025185]
FBgn0033185	
FBgn0033186	
FBgn0033187	
FBgn0022772	Origin recognition complex subunit 1 [Source:FlyBase gene name;Acc:FBgn0022772]
FBgn0033188	
FBgn0264294	Cytochrome b5 [Source:FlyBase gene name;Acc:FBgn0264294]
FBgn0033190	
FBgn0033191	
FBgn0033192	Corin [Source:FlyBase gene name;Acc:FBgn0033192]
FBgn0050499	
FBgn0004132	boca [Source:FlyBase gene name;Acc:FBgn0004132]
FBgn0033194	Vacuolar protein sorting 13 [Source:FlyBase gene name;Acc:FBgn0033194]
FBgn0004133	blown fuse [Source:FlyBase gene name;Acc:FBgn0004133]
FBgn0033195	
FBgn0261385	scraps [Source:FlyBase gene name;Acc:FBgn0261385]
FBgn0033196	
FBgn0263077	
FBgn0263046	
FBgn0033199	
FBgn0028687	Regulatory particle triple-A ATPase 1 [Source:FlyBase gene name;Acc:FBgn0028687]
FBgn0050491	
FBgn0050495	
FBgn0033202	Gr43b [Source:FlyBase gene name;Acc:FBgn0033202]
FBgn0033203	
FBgn0033204	
FBgn0033205	
FBgn0033206	
FBgn0033207	
FBgn0033208	mitochondrial ribosomal protein L52 [Source:FlyBase gene name;Acc:FBgn0033208]
FBgn0033209	
FBgn0033210	U2A [Source:FlyBase gene name;Acc:FBgn0033210]
FBgn0033212	
FBgn0050493	
FBgn0050496	
FBgn0003733	torso [Source:FlyBase gene name;Acc:FBgn0003733]
FBgn0085245	
FBgn0033214	
FBgn0263566	mir-4909 stem loop [Source:FlyBase gene name;Acc:FBgn0263566]
FBgn0033215	
FBgn0033216	
FBgn0042135	
FBgn0050497	
FBgn0000337	cinnabar [Source:FlyBase gene name;Acc:FBgn0000337]
FBgn0015614	Calcineurin B2 [Source:FlyBase gene name;Acc:FBgn0015614]
FBgn0263558	mir-4980 stem loop [Source:FlyBase gene name;Acc:FBgn0263558]
FBgn0033221	
FBgn0033222	
FBgn0001091	Glyceraldehyde 3 phosphate dehydrogenase 1 [Source:FlyBase gene name;Acc:FBgn0001091]
FBgn0002891	mutagen-sensitive 205 [Source:FlyBase gene name;Acc:FBgn0002891]
FBgn0033224	Nop17 like [Source:FlyBase gene name;Acc:FBgn0033224]
FBgn0003317	saxophone [Source:FlyBase gene name;Acc:FBgn0003317]
FBgn0033225	
FBgn0033226	
FBgn0029093	cathD [Source:FlyBase gene name;Acc:FBgn0029093]
FBgn0050383	
FBgn0003082	photorepair [Source:FlyBase gene name;Acc:FBgn0003082]
FBgn0263121	Proteasome alpha1 subunit [Source:FlyBase gene name;Acc:FBgn0263121]
FBgn0042173	
FBgn0050382	
FBgn0040780	
FBgn0033229	
FBgn0085390	Diacyl glycerol kinase [Source:FlyBase gene name;Acc:FBgn0085390]
FBgn0050377	
FBgn0033232	
FBgn0015509	lin-19-like [Source:FlyBase gene name;Acc:FBgn0015509]
FBgn0026393	Odorant receptor 43b [Source:FlyBase gene name;Acc:FBgn0026393]
FBgn0033233	Histone demethylase 4A [Source:FlyBase gene name;Acc:FBgn0033233]
FBgn0033234	
FBgn0050381	
FBgn0023171	ribonuclease H1 [Source:FlyBase gene name;Acc:FBgn0023171]
FBgn0026722	drosha [Source:FlyBase gene name;Acc:FBgn0026722]
FBgn0033235	
FBgn0050380	
FBgn0050379	
FBgn0033236	
FBgn0085459	
FBgn0085460	
FBgn0033238	
FBgn0050378	
FBgn0033240	
FBgn0033241	
FBgn0026361	Sep5 [Source:FlyBase gene name;Acc:FBgn0026361]
FBgn0027548	spenito [Source:FlyBase gene name;Acc:FBgn0027548]
FBgn0033243	
FBgn0033244	
FBgn0027054	COP9 complex homolog subunit 4 [Source:FlyBase gene name;Acc:FBgn0027054]
FBgn0033246	Acetyl-CoA carboxylase [Source:FlyBase gene name;Acc:FBgn0033246]
FBgn0033247	Nucleoporin 44A [Source:FlyBase gene name;Acc:FBgn0033247]
FBgn0033248	Dicarboxylate carrier 3 [Source:FlyBase gene name;Acc:FBgn0033248]
FBgn0027788	Hairy/E(spl)-related with YRPW motif [Source:FlyBase gene name;Acc:FBgn0027788]
FBgn0033249	
FBgn0013307	Ornithine decarboxylase 1 [Source:FlyBase gene name;Acc:FBgn0013307]
FBgn0013308	Ornithine decarboxylase 2 [Source:FlyBase gene name;Acc:FBgn0013308]
FBgn0033250	
FBgn0263572	mir-4981 stem loop [Source:FlyBase gene name;Acc:FBgn0263572]
FBgn0263970	
FBgn0025360	Optix [Source:FlyBase gene name;Acc:FBgn0025360]
FBgn0033252	
FBgn0040778	
FBgn0020279	lingerer [Source:FlyBase gene name;Acc:FBgn0020279]
FBgn0021814	Vacuolar protein sorting 28 [Source:FlyBase gene name;Acc:FBgn0021814]
FBgn0025469	saliva [Source:FlyBase gene name;Acc:FBgn0025469]
FBgn0028563	sugar transporter 1 [Source:FlyBase gene name;Acc:FBgn0028563]
FBgn0028562	sugar transporter 2 [Source:FlyBase gene name;Acc:FBgn0028562]
FBgn0028561	sugar transporter 3 [Source:FlyBase gene name;Acc:FBgn0028561]
FBgn0033257	
FBgn0033258	
FBgn0033259	
FBgn0033260	Cullin-4 [Source:FlyBase gene name;Acc:FBgn0033260]
FBgn0033261	
FBgn0050372	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:FlyBase gene name;Acc:FBgn0050372]
FBgn0033264	Nucleoporin 50 [Source:FlyBase gene name;Acc:FBgn0033264]
FBgn0033265	coilin [Source:FlyBase gene name;Acc:FBgn0033265]
FBgn0033266	Suppressor of Cytokine Signaling at 44A [Source:FlyBase gene name;Acc:FBgn0033266]
FBgn0260390	
FBgn0260398	PSEA-binding protein 49kD [Source:FlyBase gene name;Acc:FBgn0260398]
FBgn0005648	Pabp2 [Source:FlyBase gene name;Acc:FBgn0005648]
FBgn0033268	Obp44a [Source:FlyBase gene name;Acc:FBgn0033268]
FBgn0263593	Lipin [Source:FlyBase gene name;Acc:FBgn0263593]
FBgn0010504	kermit [Source:FlyBase gene name;Acc:FBgn0010504]
FBgn0050374	
FBgn0050297	transfer RNA:CR30297 [Source:FlyBase gene name;Acc:FBgn0050297]
FBgn0033271	
FBgn0033272	
FBgn0050373	
FBgn0021995	Rs1 [Source:FlyBase gene name;Acc:FBgn0021995]
FBgn0086021	
FBgn0033273	
FBgn0011659	Mlh1 [Source:FlyBase gene name;Acc:FBgn0011659]
FBgn0033274	
FBgn0053087	LDL receptor protein 1 [Source:FlyBase gene name;Acc:FBgn0053087]
FBgn0033275	
FBgn0085246	
FBgn0010109	deadpan [Source:FlyBase gene name;Acc:FBgn0010109]
FBgn0013726	peanut [Source:FlyBase gene name;Acc:FBgn0013726]
FBgn0033277	
FBgn0050369	
FBgn0033278	
FBgn0033279	
FBgn0033280	
FBgn0050376	
FBgn0050375	
FBgn0050371	
FBgn0262440	mir-280 stem loop [Source:FlyBase gene name;Acc:FBgn0262440]
FBgn0261588	pou domain motif 3 [Source:FlyBase gene name;Acc:FBgn0261588]
FBgn0033283	
FBgn0050365	spacewatch [Source:FlyBase gene name;Acc:FBgn0050365]
FBgn0050364	hug-bell [Source:FlyBase gene name;Acc:FBgn0050364]
FBgn0250827	whipple [Source:FlyBase gene name;Acc:FBgn0250827]
FBgn0050363	comas sola [Source:FlyBase gene name;Acc:FBgn0050363]
FBgn0050366	swift-tuttle [Source:FlyBase gene name;Acc:FBgn0050366]
FBgn0050362	borrelly [Source:FlyBase gene name;Acc:FBgn0050362]
FBgn0033285	
FBgn0033286	
FBgn0033287	
FBgn0033289	
FBgn0262988	
FBgn0028836	COP9 complex homolog subunit 7 [Source:FlyBase gene name;Acc:FBgn0028836]
FBgn0002531	Larval cuticle protein 1 [Source:FlyBase gene name;Acc:FBgn0002531]
FBgn0011812	Larval cuticle protein 1 pseudogene [Source:FlyBase gene name;Acc:FBgn0011812]
FBgn0002533	Larval cuticle protein 2 [Source:FlyBase gene name;Acc:FBgn0002533]
FBgn0002534	Larval cuticle protein 3 [Source:FlyBase gene name;Acc:FBgn0002534]
FBgn0002535	Larval cuticle protein 4 [Source:FlyBase gene name;Acc:FBgn0002535]
FBgn0033292	Cyp4ad1 [Source:FlyBase gene name;Acc:FBgn0033292]
FBgn0014469	Cytochrome P450-4e2 [Source:FlyBase gene name;Acc:FBgn0014469]
FBgn0262316	mir-986 stem loop [Source:FlyBase gene name;Acc:FBgn0262316]
FBgn0015034	Cytochrome P450-4e1 [Source:FlyBase gene name;Acc:FBgn0015034]
FBgn0002570	Maltase A1 [Source:FlyBase gene name;Acc:FBgn0002570]
FBgn0002569	Maltase A2 [Source:FlyBase gene name;Acc:FBgn0002569]
FBgn0002571	Maltase A3 [Source:FlyBase gene name;Acc:FBgn0002571]
FBgn0033294	Maltase A4 [Source:FlyBase gene name;Acc:FBgn0033294]
FBgn0050359	Maltase A5 [Source:FlyBase gene name;Acc:FBgn0050359]
FBgn0050360	Maltase A6 [Source:FlyBase gene name;Acc:FBgn0050360]
FBgn0033296	Maltase A7 [Source:FlyBase gene name;Acc:FBgn0033296]
FBgn0033297	Maltase A8 [Source:FlyBase gene name;Acc:FBgn0033297]
FBgn0050361	mangetout [Source:FlyBase gene name;Acc:FBgn0050361]
FBgn0033301	
FBgn0033302	Cyp6a14 [Source:FlyBase gene name;Acc:FBgn0033302]
FBgn0033303	Cyp6a15Psi [Source:FlyBase gene name;Acc:FBgn0033303]
FBgn0033304	Cyp6a13 [Source:FlyBase gene name;Acc:FBgn0033304]
FBgn0259226	
FBgn0033307	
FBgn0262812	
FBgn0033308	
FBgn0033309	
FBgn0033310	regular [Source:FlyBase gene name;Acc:FBgn0033310]
FBgn0033312	
FBgn0033313	Cirl [Source:FlyBase gene name;Acc:FBgn0033313]
FBgn0022027	Vacuolar protein sorting 25 [Source:FlyBase gene name;Acc:FBgn0022027]
FBgn0033315	Galactosyltransferase II [Source:FlyBase gene name;Acc:FBgn0033315]
FBgn0033316	
FBgn0033317	
FBgn0003892	patched [Source:FlyBase gene name;Acc:FBgn0003892]
FBgn0263120	Acyl-CoA synthetase long-chain [Source:FlyBase gene name;Acc:FBgn0263120]
FBgn0050354	
FBgn0050355	
FBgn0011906	transfer RNA:leu2:44EF [Source:FlyBase gene name;Acc:FBgn0011906]
FBgn0001285	Jonah 44E [Source:FlyBase gene name;Acc:FBgn0001285]
FBgn0033320	
FBgn0033321	
FBgn0033322	
FBgn0033323	
FBgn0033324	
FBgn0043576	PGRP-SC1a [Source:FlyBase gene name;Acc:FBgn0043576]
FBgn0033326	
FBgn0033327	PGRP-SC1b [Source:FlyBase gene name;Acc:FBgn0033327]
FBgn0043575	PGRP-SC2 [Source:FlyBase gene name;Acc:FBgn0043575]
FBgn0040777	
FBgn0050357	
FBgn0005695	germ cell-less [Source:FlyBase gene name;Acc:FBgn0005695]
FBgn0263463	
FBgn0050356	
FBgn0086784	stambha A [Source:FlyBase gene name;Acc:FBgn0086784]
FBgn0027585	
FBgn0261267	
FBgn0033330	
FBgn0024189	sticks and stones [Source:FlyBase gene name;Acc:FBgn0024189]
FBgn0050350	
FBgn0011286	Ryanodine receptor 44F [Source:FlyBase gene name;Acc:FBgn0011286]
FBgn0033337	
FBgn0021825	Dynamitin [Source:FlyBase gene name;Acc:FBgn0021825]
FBgn0033339	sec31 [Source:FlyBase gene name;Acc:FBgn0033339]
FBgn0027513	anastral spindle 2 [Source:FlyBase gene name;Acc:FBgn0027513]
FBgn0033340	
FBgn0033341	MrgBP [Source:FlyBase gene name;Acc:FBgn0033341]
FBgn0004921	G protein gamma 1 [Source:FlyBase gene name;Acc:FBgn0004921]
FBgn0033342	
FBgn0050349	
FBgn0033344	
FBgn0003074	Phosphoglucose isomerase [Source:FlyBase gene name;Acc:FBgn0003074]
FBgn0002552	lines [Source:FlyBase gene name;Acc:FBgn0002552]
FBgn0085248	
FBgn0033347	
FBgn0033348	
FBgn0033349	
FBgn0033350	
FBgn0033351	
FBgn0033352	
FBgn0033353	
FBgn0033354	Fanconi anemia complementation group I homologue [Source:FlyBase gene name;Acc:FBgn0033354]
FBgn0033355	
FBgn0027607	
FBgn0053199	
FBgn0033356	
FBgn0033357	Translocase of outer membrane 7 [Source:FlyBase gene name;Acc:FBgn0033357]
FBgn0011300	baboon [Source:FlyBase gene name;Acc:FBgn0011300]
FBgn0033358	
FBgn0033359	
FBgn0085379	
FBgn0033362	
FBgn0033363	
FBgn0033364	
FBgn0033365	
FBgn0033366	Ance-4 [Source:FlyBase gene name;Acc:FBgn0033366]
FBgn0033367	
FBgn0033368	
FBgn0033369	
FBgn0011746	anachronism [Source:FlyBase gene name;Acc:FBgn0011746]
FBgn0025709	
FBgn0033371	Concentrative Nucleoside Transporter 1 [Source:FlyBase gene name;Acc:FBgn0033371]
FBgn0033372	
FBgn0010220	DEAD box protein 45A [Source:FlyBase gene name;Acc:FBgn0010220]
FBgn0033373	
FBgn0033374	
FBgn0083124	Uhg4 [Source:FlyBase gene name;Acc:FBgn0083124]
FBgn0082981	snoRNA:Psi28S-2949 [Source:FlyBase gene name;Acc:FBgn0082981]
FBgn0086672	snoRNA:Or-aca5 [Source:FlyBase gene name;Acc:FBgn0086672]
FBgn0082928	snoRNA:Me28S-G3255a [Source:FlyBase gene name;Acc:FBgn0082928]
FBgn0082943	snoRNA:Me28S-A982a [Source:FlyBase gene name;Acc:FBgn0082943]
FBgn0082942	snoRNA:Me28S-A982b [Source:FlyBase gene name;Acc:FBgn0082942]
FBgn0082927	snoRNA:Me28S-G3255b [Source:FlyBase gene name;Acc:FBgn0082927]
FBgn0033375	
FBgn0086603	
FBgn0033376	
FBgn0015838	Van Gogh [Source:FlyBase gene name;Acc:FBgn0015838]
FBgn0033377	Phosphomannomutase 45A [Source:FlyBase gene name;Acc:FBgn0033377]
FBgn0033378	tsunagi [Source:FlyBase gene name;Acc:FBgn0033378]
FBgn0033379	Mystery 45A [Source:FlyBase gene name;Acc:FBgn0033379]
FBgn0033380	Phosphorylated adaptor for RNA export [Source:FlyBase gene name;Acc:FBgn0033380]
FBgn0003612	Suppressor of variegation 2-10 [Source:FlyBase gene name;Acc:FBgn0003612]
FBgn0033381	
FBgn0027561	
FBgn0033382	alpha/beta hydrolase 1 [Source:FlyBase gene name;Acc:FBgn0033382]
FBgn0260972	alicorn [Source:FlyBase gene name;Acc:FBgn0260972]
FBgn0028955	
FBgn0086656	shrub [Source:FlyBase gene name;Acc:FBgn0086656]
FBgn0050342	pre-mRNA processing factor 38 [Source:FlyBase gene name;Acc:FBgn0050342]
FBgn0050344	
FBgn0050345	
FBgn0033387	
FBgn0033388	
FBgn0033389	Rad51C [Source:FlyBase gene name;Acc:FBgn0033389]
FBgn0259728	
FBgn0015477	Receptor mediated endocytosis 8 [Source:FlyBase gene name;Acc:FBgn0015477]
FBgn0002567	lightoid [Source:FlyBase gene name;Acc:FBgn0002567]
FBgn0033391	
FBgn0015561	unplugged [Source:FlyBase gene name;Acc:FBgn0015561]
FBgn0033392	
FBgn0262515	Vacuolar H[+] ATPase accessory protein AC45 [Source:FlyBase gene name;Acc:FBgn0262515]
FBgn0010114	hikaru genki [Source:FlyBase gene name;Acc:FBgn0010114]
FBgn0033395	Cyp4p2 [Source:FlyBase gene name;Acc:FBgn0033395]
FBgn0015037	Cytochrome P450-4p1 [Source:FlyBase gene name;Acc:FBgn0015037]
FBgn0033397	Cyp4p3 [Source:FlyBase gene name;Acc:FBgn0033397]
FBgn0050343	
FBgn0020621	Protein kinase related to protein kinase N [Source:FlyBase gene name;Acc:FBgn0020621]
FBgn0083977	
FBgn0033400	
FBgn0033401	
FBgn0026326	
FBgn0028408	DNA fragmentation factor-related protein 2 [Source:FlyBase gene name;Acc:FBgn0028408]
FBgn0033402	Myd88 [Source:FlyBase gene name;Acc:FBgn0033402]
FBgn0033405	
FBgn0033403	
FBgn0262220	mir-987 stem loop [Source:FlyBase gene name;Acc:FBgn0262220]
FBgn0033404	Odorant receptor 45a [Source:FlyBase gene name;Acc:FBgn0033404]
FBgn0040775	
FBgn0010549	lethal (2) 03659 [Source:FlyBase gene name;Acc:FBgn0010549]
FBgn0033408	
FBgn0028473	
FBgn0016970	lethal (2) k10201 [Source:FlyBase gene name;Acc:FBgn0016970]
FBgn0053774	
FBgn0016078	wunen [Source:FlyBase gene name;Acc:FBgn0016078]
FBgn0041087	wunen-2 [Source:FlyBase gene name;Acc:FBgn0041087]
FBgn0033412	
FBgn0033413	preli-like [Source:FlyBase gene name;Acc:FBgn0033413]
FBgn0017558	Pyruvate dehydrogenase kinase [Source:FlyBase gene name;Acc:FBgn0017558]
FBgn0029092	ced-6 [Source:FlyBase gene name;Acc:FBgn0029092]
FBgn0259234	Calmodulin-binding transcription activator [Source:FlyBase gene name;Acc:FBgn0259234]
FBgn0053758	
FBgn0053757	
FBgn0004360	Wnt oncogene analog 2 [Source:FlyBase gene name;Acc:FBgn0004360]
FBgn0259246	bruchpilot [Source:FlyBase gene name;Acc:FBgn0259246]
FBgn0033421	
FBgn0263660	
FBgn0262447	mir-14 stem loop [Source:FlyBase gene name;Acc:FBgn0262447]
FBgn0033422	Odorant receptor 45b [Source:FlyBase gene name;Acc:FBgn0033422]
FBgn0033423	
FBgn0085436	Not1 [Source:FlyBase gene name;Acc:FBgn0085436]
FBgn0033426	
FBgn0033427	
FBgn0033428	Updo [Source:FlyBase gene name;Acc:FBgn0033428]
FBgn0033429	
FBgn0025286	Ribosomal protein L31 [Source:FlyBase gene name;Acc:FBgn0025286]
FBgn0261016	closca [Source:FlyBase gene name;Acc:FBgn0261016]
FBgn0033431	
FBgn0010342	Microtubule-associated protein 60 [Source:FlyBase gene name;Acc:FBgn0010342]
FBgn0050338	
FBgn0033434	
FBgn0050340	
FBgn0050339	
FBgn0050000	
FBgn0050005	
FBgn0033437	
FBgn0033438	Matrix metalloproteinase 2 [Source:FlyBase gene name;Acc:FBgn0033438]
FBgn0262172	mir-307b stem loop [Source:FlyBase gene name;Acc:FBgn0262172]
FBgn0262385	mir-307a stem loop [Source:FlyBase gene name;Acc:FBgn0262385]
FBgn0011921	transfer RNA:met3:46A [Source:FlyBase gene name;Acc:FBgn0011921]
FBgn0023143	Ubiquitin activating enzyme 1 [Source:FlyBase gene name;Acc:FBgn0023143]
FBgn0260474	
FBgn0033439	
FBgn0033440	
FBgn0010316	dacapo [Source:FlyBase gene name;Acc:FBgn0010316]
FBgn0259678	spaghetti-squash activator [Source:FlyBase gene name;Acc:FBgn0259678]
FBgn0262594	Chemosensory protein A 46a [Source:FlyBase gene name;Acc:FBgn0262594]
FBgn0005614	trp-like [Source:FlyBase gene name;Acc:FBgn0005614]
FBgn0033442	
FBgn0027589	
FBgn0033443	
FBgn0033446	
FBgn0040092	lectin-46Cb [Source:FlyBase gene name;Acc:FBgn0040092]
FBgn0040093	lectin-46Ca [Source:FlyBase gene name;Acc:FBgn0040093]
FBgn0054033	
FBgn0050001	
FBgn0033447	dilatory [Source:FlyBase gene name;Acc:FBgn0033447]
FBgn0033448	hebe [Source:FlyBase gene name;Acc:FBgn0033448]
FBgn0033449	
FBgn0033450	Lsm11 [Source:FlyBase gene name;Acc:FBgn0033450]
FBgn0033451	
FBgn0033452	
FBgn0033453	
FBgn0023180	Origin recognition complex subunit 6 [Source:FlyBase gene name;Acc:FBgn0023180]
FBgn0023175	Proteasome alpha7 subunit [Source:FlyBase gene name;Acc:FBgn0023175]
FBgn0033454	
FBgn0027580	
FBgn0050010	
FBgn0011241	crossbronx [Source:FlyBase gene name;Acc:FBgn0011241]
FBgn0033457	N-terminal methyltransferase [Source:FlyBase gene name;Acc:FBgn0033457]
FBgn0033458	
FBgn0033459	
FBgn0033460	sec24 [Source:FlyBase gene name;Acc:FBgn0033460]
FBgn0033463	
FBgn0033461	
FBgn0050008	
FBgn0050007	
FBgn0033464	
FBgn0000715	FMRFamide-related [Source:FlyBase gene name;Acc:FBgn0000715]
FBgn0033465	
FBgn0011656	Myocyte enhancer factor 2 [Source:FlyBase gene name;Acc:FBgn0011656]
FBgn0033467	
FBgn0033466	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1 [Source:FlyBase gene name;Acc:FBgn0033466]
FBgn0033468	
FBgn0033469	
FBgn0027619	Adam [Source:FlyBase gene name;Acc:FBgn0027619]
FBgn0033471	
FBgn0264599	
FBgn0000606	even skipped [Source:FlyBase gene name;Acc:FBgn0000606]
FBgn0261014	TER94 [Source:FlyBase gene name;Acc:FBgn0261014]
FBgn0022382	cAMP-dependent protein kinase R2 [Source:FlyBase gene name;Acc:FBgn0022382]
FBgn0263557	mir-4967 stem loop [Source:FlyBase gene name;Acc:FBgn0263557]
FBgn0033473	
FBgn0033474	
FBgn0033475	
FBgn0033476	oysgedart [Source:FlyBase gene name;Acc:FBgn0033476]
FBgn0085249	
FBgn0040773	Cytochrome c oxidase subunit VIIc [Source:FlyBase gene name;Acc:FBgn0040773]
FBgn0263260	seele [Source:FlyBase gene name;Acc:FBgn0263260]
FBgn0262169	magu [Source:FlyBase gene name;Acc:FBgn0262169]
FBgn0010385	Defensin [Source:FlyBase gene name;Acc:FBgn0010385]
FBgn0033479	
FBgn0033480	mitochondrial ribosomal protein L42 [Source:FlyBase gene name;Acc:FBgn0033480]
FBgn0013435	cdc2-related-kinase [Source:FlyBase gene name;Acc:FBgn0013435]
FBgn0033481	
FBgn0033482	
FBgn0033483	eiger [Source:FlyBase gene name;Acc:FBgn0033483]
FBgn0263201	
FBgn0033484	
FBgn0028560	sugar transporter 4 [Source:FlyBase gene name;Acc:FBgn0028560]
FBgn0001291	Jun-related antigen [Source:FlyBase gene name;Acc:FBgn0001291]
FBgn0033485	Ribosomal protein LP0-like [Source:FlyBase gene name;Acc:FBgn0033485]
FBgn0004907	14-3-3zeta [Source:FlyBase gene name;Acc:FBgn0004907]
FBgn0003071	Phosphofructokinase [Source:FlyBase gene name;Acc:FBgn0003071]
FBgn0033486	
FBgn0010531	CCS [Source:FlyBase gene name;Acc:FBgn0010531]
FBgn0050011	gemini [Source:FlyBase gene name;Acc:FBgn0050011]
FBgn0033490	
FBgn0263444	
FBgn0026388	Odorant receptor 46a [Source:FlyBase gene name;Acc:FBgn0026388]
FBgn0033491	
FBgn0033494	KCNQ potassium channel [Source:FlyBase gene name;Acc:FBgn0033494]
FBgn0033495	
FBgn0085250	
FBgn0000448	Hormone receptor-like in 46 [Source:FlyBase gene name;Acc:FBgn0000448]
FBgn0033497	
FBgn0005619	Histidine decarboxylase [Source:FlyBase gene name;Acc:FBgn0005619]
FBgn0033498	
FBgn0033499	
FBgn0033500	
FBgn0003660	Synaptobrevin [Source:FlyBase gene name;Acc:FBgn0003660]
FBgn0033501	
FBgn0050009	
FBgn0033502	
FBgn0033504	CAP [Source:FlyBase gene name;Acc:FBgn0033504]
FBgn0028426	Juvenile hormone-inducible protein 1 [Source:FlyBase gene name;Acc:FBgn0028426]
FBgn0033507	
FBgn0033508	Odorant-binding protein 46a [Source:FlyBase gene name;Acc:FBgn0033508]
FBgn0026403	Nidogen/entactin [Source:FlyBase gene name;Acc:FBgn0026403]
FBgn0250822	
FBgn0261698	
FBgn0262791	
FBgn0262836	
FBgn0262837	
FBgn0262790	
FBgn0262807	
FBgn0250840	
FBgn0263271	
FBgn0033512	
FBgn0261686	
FBgn0263270	
FBgn0041242	Gustatory receptor 47a [Source:FlyBase gene name;Acc:FBgn0041242]
FBgn0033515	Ionotropic receptor 47a [Source:FlyBase gene name;Acc:FBgn0033515]
FBgn0033516	
FBgn0262806	
FBgn0053477	
FBgn0053476	
FBgn0053475	
FBgn0033518	Peroxiredoxin 2540-2 [Source:FlyBase gene name;Acc:FBgn0033518]
FBgn0033519	
FBgn0053474	
FBgn0033520	Peroxiredoxin 2540-1 [Source:FlyBase gene name;Acc:FBgn0033520]
FBgn0033521	
FBgn0262114	Ran-binding protein M [Source:FlyBase gene name;Acc:FBgn0262114]
FBgn0033523	
FBgn0001122	G protein oalpha 47A [Source:FlyBase gene name;Acc:FBgn0001122]
FBgn0033524	Cyp49a1 [Source:FlyBase gene name;Acc:FBgn0033524]
FBgn0033526	Caf1-105 [Source:FlyBase gene name;Acc:FBgn0033526]
FBgn0033527	
FBgn0261862	withered [Source:FlyBase gene name;Acc:FBgn0261862]
FBgn0033528	translin [Source:FlyBase gene name;Acc:FBgn0033528]
FBgn0033529	
FBgn0005630	longitudinals lacking [Source:FlyBase gene name;Acc:FBgn0005630]
FBgn0263466	
FBgn0263481	
FBgn0263482	
FBgn0263483	
FBgn0263102	pipsqueak [Source:FlyBase gene name;Acc:FBgn0263102]
FBgn0033538	
FBgn0033539	
