ensembl_gene_id	description
ENSG00000146233	cytochrome P450, family 39, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:17449]
ENSG00000224711	
ENSG00000261571	T cell receptor beta variable 7-8 [Source:HGNC Symbol;Acc:12242]
ENSG00000238964	RNA, U7 small nuclear 125 pseudogene [Source:HGNC Symbol;Acc:45659]
ENSG00000261523	
ENSG00000111716	lactate dehydrogenase B [Source:HGNC Symbol;Acc:6541]
ENSG00000265820	microRNA 3177 [Source:HGNC Symbol;Acc:38364]
ENSG00000207290	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000258484	sperm equatorial segment protein 1 [Source:HGNC Symbol;Acc:15570]
ENSG00000254609	
ENSG00000261207	
ENSG00000242163	
ENSG00000248634	
ENSG00000238941	RNA, U6 small nuclear 953, pseudogene [Source:HGNC Symbol;Acc:47916]
ENSG00000261126	
ENSG00000259342	
ENSG00000264563	microRNA 4633 [Source:HGNC Symbol;Acc:41822]
ENSG00000261695	
ENSG00000258605	
ENSG00000265691	microRNA 4460 [Source:HGNC Symbol;Acc:41795]
ENSG00000246763	RGMB antisense RNA 1 [Source:HGNC Symbol;Acc:48666]
ENSG00000211519	microRNA 147b [Source:HGNC Symbol;Acc:33655]
ENSG00000255037	
ENSG00000196586	myosin VI [Source:HGNC Symbol;Acc:7605]
ENSG00000258675	
ENSG00000121621	kinesin family member 18A [Source:HGNC Symbol;Acc:29441]
ENSG00000249421	ADAMTS19 antisense RNA 1 [Source:HGNC Symbol;Acc:40797]
ENSG00000267229	
ENSG00000240785	
ENSG00000109132	paired-like homeobox 2b [Source:HGNC Symbol;Acc:9143]
ENSG00000237646	HLCS intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41343]
ENSG00000252285	RNA, U7 small nuclear 5 pseudogene [Source:HGNC Symbol;Acc:34101]
ENSG00000255277	ATP-binding cassette, sub-family C, member 6 pseudogene 2 [Source:HGNC Symbol;Acc:33353]
ENSG00000212278	Small nucleolar RNA SNORD81 [Source:RFAM;Acc:RF00136]
ENSG00000124496	transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:18273]
ENSG00000199806	RNA, 5S ribosomal pseudogene 491 [Source:HGNC Symbol;Acc:43391]
ENSG00000240584	RNA, 7SL, cytoplasmic 547, pseudogene [Source:HGNC Symbol;Acc:46563]
ENSG00000241552	RNA, 7SL, cytoplasmic 58, pseudogene [Source:HGNC Symbol;Acc:46074]
ENSG00000270652	divergent-paired related homeobox pseudogene 5 [Source:HGNC Symbol;Acc:32171]
ENSG00000248693	
ENSG00000259354	
ENSG00000110436	solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:HGNC Symbol;Acc:10940]
ENSG00000153885	potassium channel tetramerization domain containing 15 [Source:HGNC Symbol;Acc:23297]
ENSG00000266909	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 pseudogene 4 [Source:HGNC Symbol;Acc:43853]
ENSG00000238674	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000251680	
ENSG00000224790	
ENSG00000138347	myopalladin [Source:HGNC Symbol;Acc:23246]
ENSG00000267251	
ENSG00000088726	transmembrane protein 40 [Source:HGNC Symbol;Acc:25620]
ENSG00000206439	tumor necrosis factor [Source:HGNC Symbol;Acc:11892]
ENSG00000260541	
ENSG00000265999	
ENSG00000207416	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000259947	
ENSG00000270734	
ENSG00000200455	RNA, U6 small nuclear 1112, pseudogene [Source:HGNC Symbol;Acc:48075]
ENSG00000261077	
ENSG00000261563	T cell receptor beta variable 5-8 [Source:HGNC Symbol;Acc:12225]
ENSG00000215734	mitochondrial ribosomal protein L20 pseudogene 1 [Source:HGNC Symbol;Acc:29699]
ENSG00000173457	protein phosphatase 1, regulatory (inhibitor) subunit 14B [Source:HGNC Symbol;Acc:9057]
ENSG00000231417	iroquois homeobox 1 pseudogene 1 [Source:HGNC Symbol;Acc:33315]
ENSG00000201863	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]
ENSG00000176919	complement component 8, gamma polypeptide [Source:HGNC Symbol;Acc:1354]
ENSG00000221726	
ENSG00000237357	
ENSG00000248977	
ENSG00000263769	RNA, 7SL, cytoplasmic 367, pseudogene [Source:HGNC Symbol;Acc:46383]
ENSG00000253165	
ENSG00000212136	RNA, U6 small nuclear 696, pseudogene [Source:HGNC Symbol;Acc:47659]
ENSG00000206811	small nucleolar RNA, H/ACA box 10 [Source:HGNC Symbol;Acc:32598]
ENSG00000260890	T cell receptor beta variable 7-9 [Source:HGNC Symbol;Acc:12243]
ENSG00000270116	
ENSG00000200206	Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]
ENSG00000257524	
ENSG00000100083	golgi-associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:17842]
ENSG00000023318	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:18311]
ENSG00000258413	
ENSG00000228677	TTC3 antisense RNA 1 [Source:HGNC Symbol;Acc:40595]
ENSG00000176225	rotatin [Source:HGNC Symbol;Acc:18654]
ENSG00000260143	T cell receptor beta variable 13 [Source:HGNC Symbol;Acc:12188]
ENSG00000226695	ankyrin repeat domain 20 family, member A10, pseudogene [Source:HGNC Symbol;Acc:39707]
ENSG00000253832	
ENSG00000215586	
ENSG00000261601	T cell receptor beta variable 10-3 [Source:HGNC Symbol;Acc:12179]
ENSG00000222114	RNA, U6 small nuclear 985, pseudogene [Source:HGNC Symbol;Acc:47948]
ENSG00000100918	REC8 homolog (yeast) [Source:HGNC Symbol;Acc:16879]
ENSG00000230366	Down syndrome critical region gene 9 (non-protein coding) [Source:HGNC Symbol;Acc:16301]
ENSG00000263162	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:4868]
ENSG00000100605	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:6177]
ENSG00000259772	
ENSG00000180712	
ENSG00000253771	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1 [Source:HGNC Symbol;Acc:35196]
ENSG00000232179	
ENSG00000019995	zinc finger, RAN-binding domain containing 1 [Source:HGNC Symbol;Acc:18224]
ENSG00000249191	ubiquitin-conjugating enzyme E2 variant 1 pseudogene 12 [Source:HGNC Symbol;Acc:44897]
ENSG00000167383	zinc finger protein 229 [Source:HGNC Symbol;Acc:13022]
ENSG00000249927	
ENSG00000071127	WD repeat domain 1 [Source:HGNC Symbol;Acc:12754]
ENSG00000263969	RNA, 7SL, cytoplasmic 678, pseudogene [Source:HGNC Symbol;Acc:46694]
ENSG00000262028	ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:25110]
ENSG00000242553	
ENSG00000227431	
ENSG00000229766	
ENSG00000206437	lymphotoxin beta (TNF superfamily, member 3) [Source:HGNC Symbol;Acc:6711]
ENSG00000249285	
ENSG00000233213	KCNJ6 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41352]
ENSG00000253670	
ENSG00000264691	
ENSG00000106415	glucocorticoid induced transcript 1 [Source:HGNC Symbol;Acc:18713]
ENSG00000223608	DSCR4 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41328]
ENSG00000262104	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000238581	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000239686	
ENSG00000227844	
ENSG00000184612	ribosomal protein L7 pseudogene 26 [Source:HGNC Symbol;Acc:36630]
ENSG00000270835	
ENSG00000215713	
ENSG00000252163	RNA, 7SK small nuclear pseudogene 31 [Source:HGNC Symbol;Acc:45755]
ENSG00000250765	
ENSG00000251299	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15 pseudogene 3 [Source:HGNC Symbol;Acc:39844]
ENSG00000233316	Down syndrome critical region gene 10 (non-protein coding) [Source:HGNC Symbol;Acc:16302]
ENSG00000183981	melanoma antigen family A, 13 pseudogene [Source:HGNC Symbol;Acc:35154]
ENSG00000218359	
ENSG00000101577	lipin 2 [Source:HGNC Symbol;Acc:14450]
ENSG00000226284	actin related protein 2/3 complex, subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:16092]
ENSG00000251035	WW domain binding protein 1-like pseudogene 4 [Source:HGNC Symbol;Acc:43951]
ENSG00000105472	C-type lectin domain family 11, member A [Source:HGNC Symbol;Acc:10576]
ENSG00000206881	RNA, U6 small nuclear 190, pseudogene [Source:HGNC Symbol;Acc:47153]
ENSG00000252746	RNA, U6 small nuclear 273, pseudogene [Source:HGNC Symbol;Acc:47236]
ENSG00000226012	
ENSG00000260705	T cell receptor beta variable 11-3 [Source:HGNC Symbol;Acc:12182]
ENSG00000232858	ribosomal protein L34 pseudogene 27 [Source:HGNC Symbol;Acc:36369]
ENSG00000226262	phosphorylase kinase, beta pseudogene 1 [Source:HGNC Symbol;Acc:8928]
ENSG00000261992	GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:30778]
ENSG00000235518	
ENSG00000231123	spermatogenesis associated 20 pseudogene 1 [Source:HGNC Symbol;Acc:39636]
ENSG00000144810	collagen, type VIII, alpha 1 [Source:HGNC Symbol;Acc:2215]
ENSG00000258977	
ENSG00000249588	
ENSG00000258469	charged multivesicular body protein 4B pseudogene 1 [Source:HGNC Symbol;Acc:43616]
ENSG00000260904	T cell receptor beta variable 12-3 [Source:HGNC Symbol;Acc:12185]
ENSG00000235735	ribosomal protein L7a pseudogene 72 [Source:HGNC Symbol;Acc:36442]
ENSG00000256305	
ENSG00000241811	RNA, 7SL, cytoplasmic 651, pseudogene [Source:HGNC Symbol;Acc:46667]
ENSG00000231231	
ENSG00000197647	zinc finger protein 433 [Source:HGNC Symbol;Acc:20811]
ENSG00000180316	patatin-like phospholipase domain containing 1 [Source:HGNC Symbol;Acc:21246]
ENSG00000258455	
ENSG00000237698	G protein-coupled receptor 53, pseudogene [Source:HGNC Symbol;Acc:4509]
ENSG00000206448	peptidylprolyl isomerase A (cyclophilin A) pseudogene 30 [Source:HGNC Symbol;Acc:44878]
ENSG00000252755	RNA, U6 small nuclear 703, pseudogene [Source:HGNC Symbol;Acc:47666]
ENSG00000207046	RNA, U6 small nuclear 886, pseudogene [Source:HGNC Symbol;Acc:47849]
ENSG00000198931	adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:626]
ENSG00000253476	
ENSG00000207405	small nucleolar RNA, H/ACA box 64 [Source:HGNC Symbol;Acc:10221]
ENSG00000174579	male-specific lethal 2 homolog (Drosophila) [Source:HGNC Symbol;Acc:25544]
ENSG00000254948	olfactory receptor, family 7, subfamily E, member 158 pseudogene [Source:HGNC Symbol;Acc:31232]
ENSG00000255513	
ENSG00000253100	
ENSG00000187003	actin-like 7A [Source:HGNC Symbol;Acc:161]
ENSG00000227924	RBPJ pseudogene 6 [Source:HGNC Symbol;Acc:37486]
ENSG00000137745	matrix metallopeptidase 13 (collagenase 3) [Source:HGNC Symbol;Acc:7159]
ENSG00000150753	chaperonin containing TCP1, subunit 5 (epsilon) [Source:HGNC Symbol;Acc:1618]
ENSG00000100078	phospholipase A2, group III [Source:HGNC Symbol;Acc:17934]
ENSG00000259087	
ENSG00000224345	
ENSG00000240720	leucine-rich repeats and death domain containing 1 [Source:HGNC Symbol;Acc:34300]
ENSG00000255198	small nucleolar RNA host gene 9 (non-protein coding) [Source:HGNC Symbol;Acc:33102]
ENSG00000259318	
ENSG00000227353	
ENSG00000252558	RNA, U6 small nuclear 914, pseudogene [Source:HGNC Symbol;Acc:47877]
ENSG00000104859	CLK4-associating serine/arginine rich protein [Source:HGNC Symbol;Acc:17731]
ENSG00000200706	Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]
ENSG00000242793	
ENSG00000238628	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000008197	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) [Source:HGNC Symbol;Acc:15581]
ENSG00000254267	
ENSG00000185627	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:HGNC Symbol;Acc:9558]
ENSG00000239199	ribosomal protein L21 pseudogene 6 [Source:HGNC Symbol;Acc:23542]
ENSG00000238716	
ENSG00000207131	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000142511	G protein-coupled receptor 32 [Source:HGNC Symbol;Acc:4487]
ENSG00000240997	RNA, 7SL, cytoplasmic 183, pseudogene [Source:HGNC Symbol;Acc:46199]
ENSG00000226533	BTBD9 antisense RNA 1 [Source:HGNC Symbol;Acc:40959]
ENSG00000253468	
ENSG00000206014	olfactory receptor, family 7, subfamily E, member 161 pseudogene [Source:HGNC Symbol;Acc:31234]
ENSG00000214930	keratin 8 pseudogene 6 [Source:HGNC Symbol;Acc:33360]
ENSG00000211983	
ENSG00000199938	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252291	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]
ENSG00000217227	
ENSG00000229818	
ENSG00000253342	
ENSG00000225689	
ENSG00000250162	casein kinase 1, alpha 1 pseudogene 3 [Source:HGNC Symbol;Acc:38669]
ENSG00000225962	
ENSG00000177689	melanoma antigen family B, 10 [Source:HGNC Symbol;Acc:25377]
ENSG00000187193	metallothionein 1X [Source:HGNC Symbol;Acc:7405]
ENSG00000215002	
ENSG00000099864	paralemmin [Source:HGNC Symbol;Acc:8594]
ENSG00000265284	microRNA 4770 [Source:HGNC Symbol;Acc:41542]
ENSG00000234056	
ENSG00000222610	RNA, U6 small nuclear 402, pseudogene [Source:HGNC Symbol;Acc:47365]
ENSG00000258414	
ENSG00000272269	
ENSG00000237730	
ENSG00000263979	microRNA 4672 [Source:HGNC Symbol;Acc:41662]
ENSG00000248489	
ENSG00000142513	acid phosphatase, testicular [Source:HGNC Symbol;Acc:14376]
ENSG00000100583	sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:18631]
ENSG00000259122	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae) pseudogene 1 [Source:HGNC Symbol;Acc:31127]
ENSG00000238169	
ENSG00000201415	RNA, 5S ribosomal pseudogene 204 [Source:HGNC Symbol;Acc:43104]
ENSG00000200351	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000201442	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000205106	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7ER63]
ENSG00000261579	mediator complex subunit 22 [Source:HGNC Symbol;Acc:11477]
ENSG00000200385	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]
ENSG00000225105	
ENSG00000241597	
ENSG00000203518	
ENSG00000255174	
ENSG00000231217	
ENSG00000222086	
ENSG00000235315	ribosomal protein L23a pseudogene 69 [Source:HGNC Symbol;Acc:36625]
ENSG00000106635	B-cell CLL/lymphoma 7B [Source:HGNC Symbol;Acc:1005]
ENSG00000227218	
ENSG00000261967	golgin A8 family, member F [Source:HGNC Symbol;Acc:32378]
ENSG00000220920	
ENSG00000266166	RNA, 7SL, cytoplasmic 557, pseudogene [Source:HGNC Symbol;Acc:46573]
ENSG00000201431	RNA, U6 small nuclear 1277, pseudogene [Source:HGNC Symbol;Acc:48240]
ENSG00000261790	
ENSG00000253653	
ENSG00000200626	RNA, 5S ribosomal pseudogene 325 [Source:HGNC Symbol;Acc:43225]
ENSG00000226802	
ENSG00000199715	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000259955	
ENSG00000200681	RNA, U6 small nuclear 263, pseudogene [Source:HGNC Symbol;Acc:47226]
ENSG00000249444	
ENSG00000217414	
ENSG00000251405	
ENSG00000224156	tubulin, beta class I [Source:HGNC Symbol;Acc:20778]
ENSG00000144847	immunoglobulin superfamily, member 11 [Source:HGNC Symbol;Acc:16669]
ENSG00000196172	zinc finger protein 681 [Source:HGNC Symbol;Acc:26457]
ENSG00000259091	long intergenic non-protein coding RNA 517 [Source:HGNC Symbol;Acc:19831]
ENSG00000218976	
ENSG00000100014	sperm antigen with calponin homology and coiled-coil domains 1-like [Source:HGNC Symbol;Acc:29022]
ENSG00000234861	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 6 [Source:HGNC Symbol;Acc:37664]
ENSG00000260107	
ENSG00000261636	
ENSG00000256301	
ENSG00000206356	
ENSG00000256628	ZBTB11 antisense RNA 1 [Source:HGNC Symbol;Acc:48573]
ENSG00000114745	golgi reassembly stacking protein 1, 65kDa [Source:HGNC Symbol;Acc:16769]
ENSG00000228740	
ENSG00000129744	ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:723]
ENSG00000213285	
ENSG00000187185	Homo sapiens uncharacterized LOC388282 (LOC388282), mRNA. [Source:RefSeq mRNA;Acc:NM_001278081]
ENSG00000223664	
ENSG00000177542	solute carrier family 25 (mitochondrial carrier: glutamate), member 22 [Source:HGNC Symbol;Acc:19954]
ENSG00000261934	protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:8707]
ENSG00000265386	RNA, 7SL, cytoplasmic 219, pseudogene [Source:HGNC Symbol;Acc:46235]
ENSG00000249174	
ENSG00000197157	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:30646]
ENSG00000232000	
ENSG00000254507	
ENSG00000221656	microRNA 1225 [Source:HGNC Symbol;Acc:33931]
ENSG00000268234	
ENSG00000136021	SCY1-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:19286]
ENSG00000260891	
ENSG00000251487	
ENSG00000229467	olfactory receptor, family 2, subfamily I, member 1 pseudogene [Source:HGNC Symbol;Acc:8258]
ENSG00000138942	ring finger protein 185 [Source:HGNC Symbol;Acc:26783]
ENSG00000165555	NADP-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:20487]
ENSG00000198250	anthrax toxin receptor-like [Source:HGNC Symbol;Acc:27277]
ENSG00000263276	
ENSG00000258696	
ENSG00000259933	
ENSG00000127954	STEAP family member 4 [Source:HGNC Symbol;Acc:21923]
ENSG00000228181	
ENSG00000242654	
ENSG00000218728	keratin 18 pseudogene 44 [Source:HGNC Symbol;Acc:33414]
ENSG00000262160	
ENSG00000249557	heat shock 60kDa protein 1 (chaperonin) pseudogene 15 [Source:HGNC Symbol;Acc:35130]
ENSG00000238215	
ENSG00000262608	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000114391	ribosomal protein L24 [Source:HGNC Symbol;Acc:10325]
ENSG00000228920	
ENSG00000226651	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:2062]
ENSG00000261955	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]
ENSG00000232739	
ENSG00000249096	
ENSG00000201881	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000266022	microRNA 3609 [Source:HGNC Symbol;Acc:38956]
ENSG00000266719	microRNA 4676 [Source:HGNC Symbol;Acc:41691]
ENSG00000214254	
ENSG00000262399	
ENSG00000215086	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 24 [Source:HGNC Symbol;Acc:45097]
ENSG00000253305	protocadherin gamma subfamily B, 6 [Source:HGNC Symbol;Acc:8713]
ENSG00000251878	Small nucleolar RNA SNORD79 [Source:RFAM;Acc:RF00152]
ENSG00000255016	
ENSG00000270426	
ENSG00000261990	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000213700	ribosomal protein L17 pseudogene 50 [Source:HGNC Symbol;Acc:45098]
ENSG00000167747	chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:29667]
ENSG00000259048	
ENSG00000263134	
ENSG00000177410	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:33101]
ENSG00000145839	interleukin 9 [Source:HGNC Symbol;Acc:6029]
ENSG00000113805	contactin 3 (plasmacytoma associated) [Source:HGNC Symbol;Acc:2173]
ENSG00000225868	
ENSG00000254817	olfactory receptor, family 7, subfamily E, member 160 pseudogene [Source:HGNC Symbol;Acc:31233]
ENSG00000267496	family with sequence similarity 215, member A (non-protein coding) [Source:HGNC Symbol;Acc:17505]
ENSG00000232646	
ENSG00000129749	cholinergic receptor, nicotinic, alpha 10 (neuronal) [Source:HGNC Symbol;Acc:13800]
ENSG00000236786	testis specific protein, Y-linked 15, pseudogene [Source:HGNC Symbol;Acc:37474]
ENSG00000237768	
ENSG00000008086	cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:11411]
ENSG00000223995	ribosomal protein L32 pseudogene 35 [Source:HGNC Symbol;Acc:36547]
ENSG00000261514	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BVA9]
ENSG00000259824	T cell receptor beta variable 12-4 [Source:HGNC Symbol;Acc:12186]
ENSG00000185899	taste receptor, type 2, member 60 [Source:HGNC Symbol;Acc:20639]
ENSG00000123094	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:HGNC Symbol;Acc:13232]
ENSG00000205246	ribosomal protein SA pseudogene 58 [Source:HGNC Symbol;Acc:36809]
ENSG00000260481	T cell receptor beta variable 12-5 [Source:HGNC Symbol;Acc:12187]
ENSG00000214614	
ENSG00000072071	latrophilin 1 [Source:HGNC Symbol;Acc:20973]
ENSG00000269044	
ENSG00000221855	taste receptor, type 2, member 41 [Source:HGNC Symbol;Acc:18883]
ENSG00000260915	T cell receptor beta variable 14 [Source:HGNC Symbol;Acc:12189]
ENSG00000073910	furry homolog (Drosophila) [Source:HGNC Symbol;Acc:20367]
ENSG00000250813	small EDRK-rich factor 1A (telomeric) pseudogene 1 [Source:HGNC Symbol;Acc:44061]
ENSG00000138772	annexin A3 [Source:HGNC Symbol;Acc:541]
ENSG00000267904	
ENSG00000229481	
ENSG00000251440	stathmin 1 pseudogene 2 [Source:HGNC Symbol;Acc:44063]
ENSG00000255346	NADPH oxidase, EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:14874]
ENSG00000271079	cTAGE family member 15  [Source:UniProtKB/Swiss-Prot;Acc:A4D2H0]
ENSG00000231436	RNA binding motif protein, Y-linked, family 3, member A pseudogene [Source:HGNC Symbol;Acc:23286]
ENSG00000213448	ribosomal protein S23 pseudogene 2 [Source:HGNC Symbol;Acc:36568]
ENSG00000178741	cytochrome c oxidase subunit Va [Source:HGNC Symbol;Acc:2267]
ENSG00000201047	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000072422	Rho-related BTB domain containing 1 [Source:HGNC Symbol;Acc:18738]
ENSG00000251632	
ENSG00000221164	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]
ENSG00000100242	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:14210]
ENSG00000260690	cytochrome c, somatic pseudogene 39 [Source:HGNC Symbol;Acc:24412]
ENSG00000199201	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000091732	zinc finger, C3HC-type containing 1 [Source:HGNC Symbol;Acc:29913]
ENSG00000027697	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:5439]
ENSG00000271646	
ENSG00000227382	eukaryotic translation initiation factor 4A2 pseudogene 2 [Source:HGNC Symbol;Acc:45099]
ENSG00000253828	MT-ND1 pseudogene 7 [Source:HGNC Symbol;Acc:42102]
ENSG00000164089	ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:14404]
ENSG00000262176	chromosome 11 open reading frame 1 [Source:HGNC Symbol;Acc:1163]
ENSG00000248544	
ENSG00000258841	
ENSG00000111912	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:21081]
ENSG00000260255	
ENSG00000236756	DNAJC9 antisense RNA 1 [Source:HGNC Symbol;Acc:31432]
ENSG00000176102	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa [Source:HGNC Symbol;Acc:2485]
ENSG00000253155	
ENSG00000253519	
ENSG00000142185	transient receptor potential cation channel, subfamily M, member 2 [Source:HGNC Symbol;Acc:12339]
ENSG00000265005	microRNA 548w [Source:HGNC Symbol;Acc:38255]
ENSG00000174939	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:27380]
ENSG00000231480	small nuclear ribonucleoprotein polypeptide G pseudogene 13 [Source:HGNC Symbol;Acc:39332]
ENSG00000237490	
ENSG00000252068	RNA, U6 small nuclear 390, pseudogene [Source:HGNC Symbol;Acc:47353]
ENSG00000228550	
ENSG00000199929	RNA, 5S ribosomal pseudogene 405 [Source:HGNC Symbol;Acc:43305]
ENSG00000241657	T cell receptor beta variable 11-2 [Source:HGNC Symbol;Acc:12181]
ENSG00000254336	
ENSG00000223806	long intergenic non-protein coding RNA 114 [Source:HGNC Symbol;Acc:1265]
ENSG00000270705	
ENSG00000244661	T cell receptor beta variable 12-1 (pseudogene) [Source:HGNC Symbol;Acc:12183]
ENSG00000182504	centrosomal protein 97kDa [Source:HGNC Symbol;Acc:26244]
ENSG00000249049	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6R9E6]
ENSG00000253238	
ENSG00000149782	phospholipase C, beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9056]
ENSG00000186298	protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:9283]
ENSG00000254857	
ENSG00000259503	
ENSG00000103160	hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:16475]
ENSG00000227762	glucuronidase, beta pseudogene 8 [Source:HGNC Symbol;Acc:42322]
ENSG00000230330	high mobility group nucleosomal binding domain 2 pseudogene 3 [Source:HGNC Symbol;Acc:33566]
ENSG00000198131	zinc finger protein 544 [Source:HGNC Symbol;Acc:16759]
ENSG00000261414	T cell receptor beta variable 15 [Source:HGNC Symbol;Acc:12190]
ENSG00000242837	ribosomal protein L21 pseudogene 13 [Source:HGNC Symbol;Acc:19812]
ENSG00000213967	zinc finger protein 726 [Source:HGNC Symbol;Acc:32462]
ENSG00000213791	
ENSG00000184224	chromosome 11 open reading frame 72 [Source:HGNC Symbol;Acc:26915]
ENSG00000253798	
ENSG00000125816	NK2 homeobox 4 [Source:HGNC Symbol;Acc:7837]
ENSG00000260028	T cell receptor beta variable 16 (gene/pseudogene) [Source:HGNC Symbol;Acc:12191]
ENSG00000239944	T cell receptor beta variable 8-2 (pseudogene) [Source:HGNC Symbol;Acc:12245]
ENSG00000237140	
ENSG00000242771	T cell receptor beta variable 5-2 (pseudogene) [Source:HGNC Symbol;Acc:12219]
ENSG00000259473	
ENSG00000254579	
ENSG00000261112	T cell receptor beta variable 17 (non-functional) [Source:HGNC Symbol;Acc:12192]
ENSG00000221037	
ENSG00000270938	
ENSG00000070061	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein [Source:HGNC Symbol;Acc:5959]
ENSG00000221324	
ENSG00000224002	
ENSG00000253630	
ENSG00000260509	
ENSG00000243889	T cell receptor beta variable 8-1 (pseudogene) [Source:HGNC Symbol;Acc:12244]
ENSG00000259227	
ENSG00000260334	gastrin [Source:HGNC Symbol;Acc:4164]
ENSG00000239002	small Cajal body-specific RNA 10 [Source:HGNC Symbol;Acc:32567]
ENSG00000171234	UDP glucuronosyltransferase 2 family, polypeptide B7 [Source:HGNC Symbol;Acc:12554]
ENSG00000234152	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) pseudogene 1 [Source:HGNC Symbol;Acc:39719]
ENSG00000206649	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]
ENSG00000102900	nucleoporin 93kDa [Source:HGNC Symbol;Acc:28958]
ENSG00000255138	glycolipid transfer protein pseudogene 1 [Source:HGNC Symbol;Acc:33991]
ENSG00000230848	
ENSG00000261462	
ENSG00000231504	NMD3 homolog (S. cerevisiae) pseudogene 2 [Source:HGNC Symbol;Acc:37820]
