ensembl_gene_id	description
Y48C3A.16	Protein Y48C3A.16  [Source:RefSeq peptide;Acc:NP_496824]
Y57A10A.7	Protein Y57A10A.7  [Source:RefSeq peptide;Acc:NP_496587]
T22C8.7	Protein CUTL-12  [Source:RefSeq peptide;Acc:NP_495835]
R05H10.7	Protein R05H10.7  [Source:RefSeq peptide;Acc:NP_001022271]
Y57A10A.15	Protein POLG-1  [Source:RefSeq peptide;Acc:NP_496592]
F53C3.3	Protein F53C3.3  [Source:RefSeq peptide;Acc:NP_494691]
W02B12.8	Protein RGA-1, isoform a  [Source:RefSeq peptide;Acc:NP_001022390]
Y51H1A.2	Protein Y51H1A.2, isoform a  [Source:RefSeq peptide;Acc:NP_001254407]
F35C5.3	Protein F35C5.3  [Source:RefSeq peptide;Acc:NP_496739]
T24E12.4	Protein SRX-111  [Source:RefSeq peptide;Acc:NP_494642]
ZK1321.2	Potassium voltage-gated channel protein shk-1  [Source:UniProtKB/Swiss-Prot;Acc:Q8I4B0]
R05F9.1	Protein BTBD-10, isoform b  [Source:RefSeq peptide;Acc:NP_740981]
K02F6.5	Protein K02F6.5  [Source:RefSeq peptide;Acc:NP_494292]
F12A10.5	Protein F12A10.5  [Source:RefSeq peptide;Acc:NP_495043]
R53.3	Protein EGL-43, isoform a  [Source:RefSeq peptide;Acc:NP_001022288]
Y48E1B.10	Protein GST-20  [Source:RefSeq peptide;Acc:NP_496858]
C54A12.3	Protein C54A12.3  [Source:RefSeq peptide;Acc:NP_494988]
C40A11.5	Protein HPO-7  [Source:RefSeq peptide;Acc:NP_494193]
K02E7.10	Protein K02E7.10  [Source:RefSeq peptide;Acc:NP_493904]
ZK1127.7	Protein CIN-4  [Source:RefSeq peptide;Acc:NP_495440]
F02E11.3	Protein F02E11.3  [Source:RefSeq peptide;Acc:NP_494493]
C17C3.10	Protein HLH-27  [Source:RefSeq peptide;Acc:NP_495065]
F59A6.11	Protein F59A6.11  [Source:RefSeq peptide;Acc:NP_001040784]
C07D10.1	Protein C07D10.1  [Source:RefSeq peptide;Acc:NP_495551]
C17G10.9	Eukaryotic translation initiation factor 3 subunit L  [Source:UniProtKB/Swiss-Prot;Acc:Q95QW0]
C50E10.9	Protein SRE-49  [Source:RefSeq peptide;Acc:NP_496615]
ZK177.9	Uncharacterized protein ZK177.9  [Source:UniProtKB/Swiss-Prot;Acc:Q09375]
F15A4.11	Protein TAG-281  [Source:RefSeq peptide;Acc:NP_496652]
R166.3	Uncharacterized protein R166.3  [Source:UniProtKB/Swiss-Prot;Acc:Q22004]
F26G1.9	Protein F26G1.9  [Source:RefSeq peptide;Acc:NP_001040770]
F15A4.1	Serpentine receptor class epsilon-38  [Source:UniProtKB/Swiss-Prot;Acc:O17816]
Y52E8A.3	Protein Y52E8A.3  [Source:RefSeq peptide;Acc:NP_494757]
F56D1.1	Putative zinc finger protein F56D1.1  [Source:UniProtKB/Swiss-Prot;Acc:Q10127]
K07D4.6	Protein K07D4.6  [Source:RefSeq peptide;Acc:NP_494708]
Y81G3A.4	Protein Y81G3A.4, isoform a  [Source:RefSeq peptide;Acc:NP_001254372]
F58A6.9	Protein F58A6.9  [Source:RefSeq peptide;Acc:NP_494960]
ZC239.2	Protein ZC239.2  [Source:RefSeq peptide;Acc:NP_494478]
F10G7.12	Protein F10G7.12  [Source:RefSeq peptide;Acc:NP_001040758]
C17C3.8	Helix-loop-helix protein 26  [Source:UniProtKB/Swiss-Prot;Acc:Q18053]
C32B5.7	Protein C32B5.7  [Source:RefSeq peptide;Acc:NP_493867]
F18A12.4	Protein NEP-8  [Source:RefSeq peptide;Acc:NP_494533]
C01G12.7	Protein C01G12.7  [Source:RefSeq peptide;Acc:NP_497033]
C34C6.10	Protein C34C6.10  [Source:RefSeq peptide;Acc:NP_001254178]
F32A11.6	Protein MOE-3  [Source:RefSeq peptide;Acc:NP_496795]
B0334.1	Protein TTR-18  [Source:RefSeq peptide;Acc:NP_496453]
ZK131.11	Protein ZK131.11, isoform b  [Source:RefSeq peptide;Acc:NP_872046]
F53C3.11	Protein F53C3.11  [Source:RefSeq peptide;Acc:NP_494692]
ZK84.2	Protein ZK84.2  [Source:RefSeq peptide;Acc:NP_495200]
C44B7.6	Protein C44B7.6, isoform a  [Source:RefSeq peptide;Acc:NP_001022026]
T14B4.8	Protein T14B4.8  [Source:RefSeq peptide;Acc:NP_495370]
Y51H7BM.1	Protein MATH-45  [Source:RefSeq peptide;Acc:NP_493983]
F33H1.6	Protein F33H1.6  [Source:RefSeq peptide;Acc:NP_001022141]
AH6.14	Serpentine receptor class alpha-9  [Source:UniProtKB/Swiss-Prot;Acc:Q09212]
Y110A2AL.3	Protein Y110A2AL.3  [Source:RefSeq peptide;Acc:NP_494387]
ZK177.4	Uncharacterized protein ZK177.4  [Source:UniProtKB/Swiss-Prot;Acc:Q09372]
R07C3.11	Protein FBXC-24  [Source:RefSeq peptide;Acc:NP_493846]
Y57A10B.1	Protein Y57A10B.1  [Source:RefSeq peptide;Acc:NP_496624]
C08B11.7	Probable ubiquitin carboxyl-terminal hydrolase ubh-4  [Source:UniProtKB/Swiss-Prot;Acc:Q09444]
Y46G5A.8	Protein Y46G5A.8  [Source:RefSeq peptide;Acc:NP_496714]
F54D12.2	Protein F54D12.2  [Source:RefSeq peptide;Acc:NP_493962]
T14B4.4	Protein TSP-10, isoform a  [Source:RefSeq peptide;Acc:NP_001040805]
T13H5.1	Protein T13H5.1, isoform c  [Source:RefSeq peptide;Acc:NP_001122640]
F19B10.1	Protein F19B10.1  [Source:RefSeq peptide;Acc:NP_494614]
R07C3.6	Protein FBXC-28  [Source:RefSeq peptide;Acc:NP_493852]
F41G3.16	Protein INS-14  [Source:RefSeq peptide;Acc:NP_001022153]
DH11.3	Protein PGP-11  [Source:RefSeq peptide;Acc:NP_495674]
C17F4.12	Protein C17F4.12  [Source:RefSeq peptide;Acc:NP_001021967]
F12E12.8	Protein FBXB-91  [Source:RefSeq peptide;Acc:NP_001040763]
ZK1067.5	Protein TWK-4  [Source:RefSeq peptide;Acc:NP_495961]
C04G6.5	UPF0057 membrane protein C04G6.5  [Source:UniProtKB/Swiss-Prot;Acc:Q17638]
C01B9.4	Protein C01B9.4  [Source:RefSeq peptide;Acc:NP_001254406]
C16C8.17	Protein C16C8.17  [Source:RefSeq peptide;Acc:NP_494541]
Y53F4B.24	Protein Y53F4B.24  [Source:RefSeq peptide;Acc:NP_497110]
C08E3.4	Protein FBXA-161  [Source:RefSeq peptide;Acc:NP_494008]
W08F4.1	Protein W08F4.1  [Source:RefSeq peptide;Acc:NP_493767]
T05A8.7	Protein T05A8.7  [Source:UniProtKB/TrEMBL;Acc:Q965K7]
W10G11.11	Protein CLEC-134  [Source:RefSeq peptide;Acc:NP_494587]
F26G1.11	Protein F26G1.11  [Source:RefSeq peptide;Acc:NP_001122606]
Y39G8C.1	Protein XRN-1  [Source:RefSeq peptide;Acc:NP_496945]
F22E5.16	Protein SRI-57  [Source:RefSeq peptide;Acc:NP_494328]
F09E5.13	Protein AGT-2  [Source:RefSeq peptide;Acc:NP_495008]
ZK673.3	Uncharacterized protein ZK673.3  [Source:UniProtKB/Swiss-Prot;Acc:Q09377]
K10H10.7	Protein K10H10.7  [Source:RefSeq peptide;Acc:NP_497013]
C01G12.1	Protein MADF-5  [Source:RefSeq peptide;Acc:NP_497028]
R09D1.2	Protein R09D1.2  [Source:RefSeq peptide;Acc:NP_496020]
D2085.3	Protein D2085.3  [Source:RefSeq peptide;Acc:NP_495841]
ZC204.4	Serpentine receptor class gamma-20  [Source:UniProtKB/Swiss-Prot;Acc:P91535]
F18A1.5	Probable replication factor A 73 kDa subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q19537]
Y54C5A.1	Protein Y54C5A.1  [Source:RefSeq peptide;Acc:NP_494725]
ZK666.12	Protein ZK666.12  [Source:RefSeq peptide;Acc:NP_001022527]
K03H9.2	Putative cuticle collagen 75  [Source:UniProtKB/Swiss-Prot;Acc:Q09578]
T13C2.4	Protein SSUP-72  [Source:RefSeq peptide;Acc:NP_495386]
D2062.3	Protein SRI-71  [Source:RefSeq peptide;Acc:NP_494310]
C50D2.1	Protein C50D2.1  [Source:RefSeq peptide;Acc:NP_493663]
F52C6.3	Protein F52C6.3  [Source:RefSeq peptide;Acc:NP_494127]
ZK1240.6	Protein ZK1240.6  [Source:RefSeq peptide;Acc:NP_494240]
Y25C1A.2	Protein Y25C1A.2  [Source:RefSeq peptide;Acc:NP_494449]
M195.4	Protein M195.4, isoform a  [Source:RefSeq peptide;Acc:NP_001254147]
F54H5.5	Protein F54H5.5  [Source:RefSeq peptide;Acc:NP_495346]
ZK546.17	MMACHC-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q7Z144]
D1022.4	Protein D1022.4  [Source:RefSeq peptide;Acc:NP_495561]
F42G4.6	Protein F42G4.6  [Source:RefSeq peptide;Acc:NP_496779]
M151.8	Protein FBXB-33  [Source:RefSeq peptide;Acc:NP_001022263]
C08F1.5	Protein MATH-4, isoform a  [Source:RefSeq peptide;Acc:NP_001040735]
T27F7.12	Protein T27F7.12  [Source:RefSeq peptide;Acc:NP_001254095]
T01E8.7	Protein SRH-135  [Source:RefSeq peptide;Acc:NP_496206]
C16C8.22	Protein C16C8.22  [Source:RefSeq peptide;Acc:NP_001254075]
F27E5.9	Protein F27E5.9  [Source:RefSeq peptide;Acc:NP_001254235]
Y54G9A.4	Protein Y54G9A.4  [Source:RefSeq peptide;Acc:NP_496876]
T24E12.12	Protein T24E12.12  [Source:RefSeq peptide;Acc:NP_001022360]
F18A12.6	Protein NEP-10  [Source:RefSeq peptide;Acc:NP_494532]
E02H1.1	Probable dimethyladenosine transferase  [Source:UniProtKB/Swiss-Prot;Acc:Q09522]
F41C3.11	Protein F41C3.11  [Source:RefSeq peptide;Acc:NP_494844]
R06F6.1	Histone RNA hairpin-binding protein  [Source:UniProtKB/Swiss-Prot;Acc:Q09599]
K09F6.11	Protein K09F6.11  [Source:RefSeq peptide;Acc:NP_001022244]
C09H10.6	Protein NASP-1  [Source:RefSeq peptide;Acc:NP_496380]
C18A3.8	Protein HLH-14  [Source:RefSeq peptide;Acc:NP_495131]
F35D11.10	Protein CLEC-139  [Source:RefSeq peptide;Acc:NP_494816]
EGAP2.1	Protein EGAP2.1  [Source:RefSeq peptide;Acc:NP_494982]
T21B4.8	Protein SRH-61  [Source:RefSeq peptide;Acc:NP_496672]
T05A7.9	Protein T05A7.9  [Source:UniProtKB/TrEMBL;Acc:Q95ZQ1]
F09E5.4	Serpentine receptor class gamma-69  [Source:UniProtKB/Swiss-Prot;Acc:Q19258]
F35C5.12	Protein F35C5.12  [Source:RefSeq peptide;Acc:NP_496749]
F13H8.10	Protein BPL-1, isoform a  [Source:RefSeq peptide;Acc:NP_495257]
R05F9.9	Protein R05F9.9  [Source:RefSeq peptide;Acc:NP_494892]
R09D1.8	Protein R09D1.8  [Source:RefSeq peptide;Acc:NP_496029]
F37H8.7	Protein F37H8.7  [Source:RefSeq peptide;Acc:NP_001254292]
C16A11.4	Protein C16A11.4, isoform a  [Source:RefSeq peptide;Acc:NP_494744]
R03C1.3	Protein COG-1, isoform a  [Source:RefSeq peptide;Acc:NP_001022264]
C09H10.4	Protein C09H10.4  [Source:RefSeq peptide;Acc:NP_001254274]
T02H6.7	Protein T02H6.7  [Source:RefSeq peptide;Acc:NP_493790]
T07H3.7	Protein T07H3.7  [Source:RefSeq peptide;Acc:NP_001022325]
K06A1.6	Putative diacylglycerol kinase K06A1.6  [Source:UniProtKB/Swiss-Prot;Acc:Q10024]
C56E6.7	Protein C56E6.7  [Source:RefSeq peptide;Acc:NP_001022044]
F43C11.4	Protein F43C11.4  [Source:RefSeq peptide;Acc:NP_494249]
C04G6.13	Protein C04G6.13  [Source:RefSeq peptide;Acc:NP_001122577]
F59G1.3	Protein VPS-35  [Source:RefSeq peptide;Acc:NP_495180]
T23G7.1	Transcription factor dpl-1  [Source:UniProtKB/Swiss-Prot;Acc:Q22703]
T10D4.14	Protein T10D4.14  [Source:RefSeq peptide;Acc:NP_001040802]
F13D12.2	L-lactate dehydrogenase  [Source:UniProtKB/Swiss-Prot;Acc:Q27888]
C27H5.3	Protein FUST-1  [Source:RefSeq peptide;Acc:NP_495483]
C03H5.9	Protein C03H5.9  [Source:RefSeq peptide;Acc:NP_001254010]
F15A4.8	Protein F15A4.8, isoform a  [Source:RefSeq peptide;Acc:NP_496660]
F53C3.7	Protein F53C3.7  [Source:RefSeq peptide;Acc:NP_494686]
C08B11.5	Splicing factor 3B subunit 4  [Source:UniProtKB/Swiss-Prot;Acc:Q09442]
ZK938.4	Protein ARRD-5  [Source:RefSeq peptide;Acc:NP_496119]
ZK75.2	Probable insulin-like peptide beta-type 2  [Source:UniProtKB/Swiss-Prot;Acc:Q09627]
R07G3.6	Uncharacterized protein R07G3.6  [Source:UniProtKB/Swiss-Prot;Acc:Q09423]
M110.8	Protein M110.8, isoform b  [Source:RefSeq peptide;Acc:NP_001254144]
F52C6.12	Protein F52C6.12  [Source:RefSeq peptide;Acc:NP_494130]
C26D10.1	Regulator of chromosome condensation  [Source:UniProtKB/Swiss-Prot;Acc:Q18211]
E04F6.12	Protein E04F6.12  [Source:RefSeq peptide;Acc:NP_495505]
Y17G7B.10	Protein Y17G7B.10, isoform b  [Source:RefSeq peptide;Acc:NP_496566]
B0495.1	Serpentine receptor class epsilon-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09213]
ZK1248.13	Protein ZK1248.13  [Source:RefSeq peptide;Acc:NP_495158]
Y51H7C.10	Protein Y51H7C.10  [Source:RefSeq peptide;Acc:NP_493971]
Y48C3A.8	Protein SAM-10, isoform a  [Source:RefSeq peptide;Acc:NP_001254379]
C09E8.1	Protein C09E8.1, isoform a  [Source:RefSeq peptide;Acc:NP_493757]
T09A5.2	Kinesin-like protein klp-3  [Source:UniProtKB/Swiss-Prot;Acc:P45962]
Y49F6B.3	Protein FBXB-112  [Source:RefSeq peptide;Acc:NP_494560]
K12H6.6	Protein K12H6.6, isoform a  [Source:RefSeq peptide;Acc:NP_494378]
C17F4.5	Protein FBXC-50  [Source:RefSeq peptide;Acc:NP_494488]
F45E12.6	Protein F45E12.6  [Source:RefSeq peptide;Acc:NP_495530]
Y53F4B.37	Protein GST-32  [Source:RefSeq peptide;Acc:NP_497123]
F28C6.6	Protein SUF-1  [Source:RefSeq peptide;Acc:NP_495825]
F26C11.3	Uncharacterized protein F26C11.3  [Source:UniProtKB/Swiss-Prot;Acc:Q09550]
Y51B9A.8	Protein Y51B9A.8  [Source:RefSeq peptide;Acc:NP_496003]
F08G2.6	Protein INS-37  [Source:RefSeq peptide;Acc:NP_496902]
F56D12.4	Protein JIP-1, isoform a  [Source:RefSeq peptide;Acc:NP_001033330]
T05C1.2	Protein T05C1.2  [Source:RefSeq peptide;Acc:NP_494792]
F22D3.5	Protein F22D3.5  [Source:RefSeq peptide;Acc:NP_495423]
T07D4.5	Protein T07D4.5  [Source:RefSeq peptide;Acc:NP_001122634]
Y57A10C.9	Protein Y57A10C.9  [Source:RefSeq peptide;Acc:NP_496642]
F45C12.13	Protein FBXB-48  [Source:RefSeq peptide;Acc:NP_494055]
C09G5.2	Diphthamide biosynthesis protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q09454]
C18H9.1	Protein C18H9.1  [Source:RefSeq peptide;Acc:NP_495363]
B0034.1	Protein B0034.1  [Source:RefSeq peptide;Acc:NP_495192]
C16C8.8	Protein C16C8.8  [Source:RefSeq peptide;Acc:NP_494552]
W10G11.7	Protein CLEC-131  [Source:RefSeq peptide;Acc:NP_494584]
F33G12.4	Protein LRR-1  [Source:RefSeq peptide;Acc:NP_494928]
T13C2.7	Protein T13C2.7  [Source:RefSeq peptide;Acc:NP_001022345]
C16C4.10	Protein MATH-5  [Source:RefSeq peptide;Acc:NP_494108]
C18E9.2	Protein C18E9.2, isoform a  [Source:RefSeq peptide;Acc:NP_495908]
ZC239.19	Protein SRI-50  [Source:RefSeq peptide;Acc:NP_494472]
K07D4.2	Protein K07D4.2  [Source:RefSeq peptide;Acc:NP_494713]
ZK945.8	Uncharacterized protein ZK945.8  [Source:UniProtKB/Swiss-Prot;Acc:Q09384]
Y53F4B.30	Protein GST-27  [Source:RefSeq peptide;Acc:NP_497116]
Y48B6A.3	5'-3' exoribonuclease 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9U299]
ZK970.2	ATP-dependent Clp protease proteolytic subunit 1, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q27539]
Y51H7C.2	Protein SCL-17  [Source:RefSeq peptide;Acc:NP_493975]
T08E11.7	Protein FBXA-3  [Source:RefSeq peptide;Acc:NP_494084]
Y38E10A.16	Protein NSPE-5  [Source:RefSeq peptide;Acc:NP_496699]
C14A4.14	Protein MRPS-22  [Source:RefSeq peptide;Acc:NP_496281]
F07E5.4	Protein F07E5.4  [Source:RefSeq peptide;Acc:NP_494166]
W03C9.2	Protein W03C9.2  [Source:RefSeq peptide;Acc:NP_496548]
F10C1.3	Protein F10C1.3  [Source:RefSeq peptide;Acc:NP_495135]
K01A2.9	Protein K01A2.9  [Source:RefSeq peptide;Acc:NP_493707]
C01G6.5	Uncharacterized protein C01G6.5  [Source:UniProtKB/Swiss-Prot;Acc:P46012]
ZK622.5	Protein ZK622.5  [Source:RefSeq peptide;Acc:NP_001040831]
T28D9.10	Probable small nuclear ribonucleoprotein Sm D1  [Source:UniProtKB/Swiss-Prot;Acc:Q10013]
F09E5.1	Protein kinase C-like 3  [Source:UniProtKB/Swiss-Prot;Acc:Q19266]
T15H9.6	Protein T15H9.6  [Source:RefSeq peptide;Acc:NP_496067]
F07E5.2	Protein FBXB-35  [Source:RefSeq peptide;Acc:NP_494167]
B0432.13	Protein B0432.13  [Source:RefSeq peptide;Acc:NP_740965]
ZK546.5	Protein ZK546.5  [Source:RefSeq peptide;Acc:NP_494903]
F28B12.3	Serine/threonine-protein kinase VRK1  [Source:UniProtKB/Swiss-Prot;Acc:Q19848]
C16C8.20	Protein C16C8.20  [Source:RefSeq peptide;Acc:NP_001254076]
T02H6.4	Protein T02H6.4  [Source:RefSeq peptide;Acc:NP_493793]
F39E9.7	Protein F39E9.7  [Source:RefSeq peptide;Acc:NP_494501]
F16G10.2	Protein F16G10.2  [Source:RefSeq peptide;Acc:NP_494259]
Y54E2A.1	Protein Y54E2A.1  [Source:RefSeq peptide;Acc:NP_497057]
F07F6.6	Protein NMR-1  [Source:RefSeq peptide;Acc:NP_495033]
F46F5.4	Protein F46F5.4  [Source:RefSeq peptide;Acc:NP_493815]
C17G10.2	Protein C17G10.2  [Source:RefSeq peptide;Acc:NP_495087]
W07A12.8	Protein W07A12.8  [Source:RefSeq peptide;Acc:NP_001022396]
K02E7.4	Protein K02E7.4  [Source:RefSeq peptide;Acc:NP_872071]
Y19D2B.1	Protein Y19D2B.1  [Source:RefSeq peptide;Acc:NP_496352]
C33F10.4	Protein C33F10.4  [Source:RefSeq peptide;Acc:NP_494860]
F40H3.6	Protein F40H3.6  [Source:RefSeq peptide;Acc:NP_495234]
C38C6.6	Protein TAG-297  [Source:RefSeq peptide;Acc:NP_497039]
C47G2.3	Mitochondrial import inner membrane translocase subunit tim-22  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAQ9]
C24H12.12	Protein C24H12.12  [Source:RefSeq peptide;Acc:NP_001033328]
Y53F4B.42	Protein Y53F4B.42  [Source:RefSeq peptide;Acc:NP_001040827]
Y51B9A.5	Protein Y51B9A.5  [Source:RefSeq peptide;Acc:NP_496006]
F35C11.7	Protein F35C11.7  [Source:RefSeq peptide;Acc:NP_872065]
C30B5.3	Cytoplasmic polyadenylation element-binding protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q18317]
ZK1290.1	Protein ZK1290.1  [Source:RefSeq peptide;Acc:NP_495587]
F09C12.7	Protein MSP-74  [Source:RefSeq peptide;Acc:NP_494949]
W09B6.1	Protein POD-2, isoform a  [Source:RefSeq peptide;Acc:NP_001022400]
C29F5.5	Protein C29F5.5  [Source:RefSeq peptide;Acc:NP_495264]
C08H9.18	Protein C08H9.18  [Source:RefSeq peptide;Acc:NP_001254231]
B0281.4	Protein B0281.4  [Source:RefSeq peptide;Acc:NP_494229]
F23F1.8	Probable 26S protease regulatory subunit 10B  [Source:UniProtKB/Swiss-Prot;Acc:O17071]
C08G5.4	Protein SNT-6, isoform a  [Source:RefSeq peptide;Acc:NP_001254022]
Y57A10C.8	Protein Y57A10C.8  [Source:RefSeq peptide;Acc:NP_496640]
F10E7.11	Protein F10E7.11  [Source:RefSeq peptide;Acc:NP_495474]
ZC204.8	Protein FBXB-21  [Source:RefSeq peptide;Acc:NP_494023]
F28B12.6	Protein F28B12.6  [Source:RefSeq peptide;Acc:NP_001254104]
F53G2.2	Protein F53G2.2  [Source:RefSeq peptide;Acc:NP_494282]
M01D1.3	Protein BTB-11  [Source:RefSeq peptide;Acc:NP_493890]
Y38A8.3	Protein ULP-2  [Source:RefSeq peptide;Acc:NP_494914]
EEED8.14	Protein EEED8.14  [Source:RefSeq peptide;Acc:NP_495024]
F40H3.1	Protein F40H3.1, isoform a  [Source:RefSeq peptide;Acc:NP_001040774]
D2062.5	Protein D2062.5  [Source:RefSeq peptide;Acc:NP_494308]
C40D2.3	Protein MATH-21  [Source:RefSeq peptide;Acc:NP_494145]
Y6D1A.1	Protein Y6D1A.1  [Source:RefSeq peptide;Acc:NP_496526]
T09F3.5	Protein T09F3.5  [Source:RefSeq peptide;Acc:NP_001022338]
Y38E10A.25	Protein NSPE-6  [Source:RefSeq peptide;Acc:NP_001022425]
Y57G7A.3	Protein Y57G7A.3, isoform a  [Source:RefSeq peptide;Acc:NP_001022484]
ZK666.4	Protein ZK666.4  [Source:RefSeq peptide;Acc:NP_496257]
ZC204.1	Protein ZC204.1  [Source:RefSeq peptide;Acc:NP_494033]
F10B5.7	Protein RRF-3  [Source:RefSeq peptide;Acc:NP_495713]
T13C2.3	Protein T13C2.3, isoform b  [Source:RefSeq peptide;Acc:NP_001022344]
F16G10.7	Protein F16G10.7  [Source:RefSeq peptide;Acc:NP_494261]
F49C5.1	Protein SRX-119  [Source:RefSeq peptide;Acc:NP_496676]
F33A8.1	Pre-mRNA-splicing factor CWC22 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q17336]
K01A2.12	Protein K01A2.9  [Source:RefSeq peptide;Acc:NP_493707]
C08H9.2	Protein C08H9.2, isoform b  [Source:RefSeq peptide;Acc:NP_001129807]
Y57A10A.35	Protein AQP-12  [Source:RefSeq peptide;Acc:NP_001022480]
E04F6.9	Protein E04F6.9  [Source:RefSeq peptide;Acc:NP_495503]
R09D1.13	Protein R09D1.13  [Source:RefSeq peptide;Acc:NP_496022]
W03C9.3	Protein RAB-7  [Source:RefSeq peptide;Acc:NP_496549]
F08G2.4	Uncharacterized protein F08G2.4  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVA4]
C09G5.8	Protein fantom  [Source:UniProtKB/Swiss-Prot;Acc:Q09459]
F14E5.2	Golgi apparatus protein 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q19459]
C32D5.4	Uncharacterized protein C32D5.4  [Source:UniProtKB/Swiss-Prot;Acc:Q09264]
F31D5.3	Protein CPNA-1, isoform b  [Source:RefSeq peptide;Acc:NP_494736]
ZK1307.6	Protein FZR-1  [Source:RefSeq peptide;Acc:NP_496075]
F45D11.5	Protein F45D11.5  [Source:RefSeq peptide;Acc:NP_493882]
Y39F10C.2	Protein Y39F10C.2  [Source:RefSeq peptide;Acc:NP_001254019]
F41C3.2	Protein F41C3.2  [Source:RefSeq peptide;Acc:NP_494849]
F10G7.8	Protein RPN-5  [Source:RefSeq peptide;Acc:NP_494835]
F45C12.14	Protein FBXB-5  [Source:RefSeq peptide;Acc:NP_494056]
F37H8.1	Protein LIR-3  [Source:RefSeq peptide;Acc:NP_496395]
T24E12.13	Protein T24E12.13  [Source:RefSeq peptide;Acc:NP_001254084]
F28C6.5	Protein F28C6.5  [Source:RefSeq peptide;Acc:NP_495821]
W05H5.4	Protein SRH-27  [Source:RefSeq peptide;Acc:NP_496647]
C46E10.9	Protein C46E10.9  [Source:RefSeq peptide;Acc:NP_494633]
K09F6.7	Protein K09F6.7  [Source:RefSeq peptide;Acc:NP_494227]
F45H10.1	Protein ALH-7, isoform a  [Source:RefSeq peptide;Acc:NP_001254393]
ZC204.17	Protein ZC204.17  [Source:RefSeq peptide;Acc:NP_001254034]
C16C4.14	Protein MATH-9  [Source:RefSeq peptide;Acc:NP_494112]
T14D7.1	Protein T14D7.1  [Source:RefSeq peptide;Acc:NP_495885]
C04H4.1	Protein C04H4.1  [Source:RefSeq peptide;Acc:NP_001021915]
C08H9.3	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:P52887]
T24F1.6	Protein TAG-180, isoform a  [Source:RefSeq peptide;Acc:NP_001022363]
F54D5.11	Protein F54D5.11  [Source:RefSeq peptide;Acc:NP_496466]
Y62F5A.1	Mediator of RNA polymerase II transcription subunit 8  [Source:UniProtKB/Swiss-Prot;Acc:Q9U1W2]
Y39G8C.2	Protein Y39G8C.2  [Source:RefSeq peptide;Acc:NP_496946]
B0228.7	S-methyl-5'-thioadenosine phosphorylase  [Source:UniProtKB/Swiss-Prot;Acc:Q09438]
Y81G3A.2	Protein Y81G3A.2  [Source:RefSeq peptide;Acc:NP_001254368]
M01D1.9	Protein FBXB-40  [Source:RefSeq peptide;Acc:NP_493899]
C29H12.2	Protein C29H12.2  [Source:RefSeq peptide;Acc:NP_495226]
R52.6	Protein R52.6  [Source:RefSeq peptide;Acc:NP_494185]
Y57G7A.10	Protein Y57G7A.10  [Source:RefSeq peptide;Acc:NP_001254028]
F43C11.9	Protein F43C11.9  [Source:RefSeq peptide;Acc:NP_494246]
T05H10.1	Protein T05H10.1  [Source:RefSeq peptide;Acc:NP_495686]
Y57A10A.19	Protein RSR-2  [Source:RefSeq peptide;Acc:NP_496595]
R12C12.1	Protein R12C12.1, isoform a  [Source:RefSeq peptide;Acc:NP_495209]
R06F6.12	Uncharacterized protein R06F6.12  [Source:UniProtKB/Swiss-Prot;Acc:Q6BEV5]
T06D8.7	Protein T06D8.7  [Source:RefSeq peptide;Acc:NP_496404]
F55C12.5	Protein F55C12.5, isoform b  [Source:RefSeq peptide;Acc:NP_495171]
C52E2.3	Protein C52E2.3  [Source:RefSeq peptide;Acc:NP_494095]
ZK1320.12	Protein TAF-8, isoform b  [Source:RefSeq peptide;Acc:NP_001022514]
K05F6.6	Protein FBXB-52  [Source:RefSeq peptide;Acc:NP_493993]
C18D1.2	Protein C18D1.2  [Source:RefSeq peptide;Acc:NP_496174]
F31E8.3	Protein TAB-1  [Source:RefSeq peptide;Acc:NP_495392]
F11G11.14	Protein F11G11.14  [Source:RefSeq peptide;Acc:NP_001022076]
K10H10.2	Protein CYSL-2  [Source:RefSeq peptide;Acc:NP_497008]
Y110A2AM.3	Protein UBC-26  [Source:RefSeq peptide;Acc:NP_871922]
C06A8.7	Protein SRH-39  [Source:RefSeq peptide;Acc:NP_495632]
W01D2.1	Protein W01D2.1  [Source:RefSeq peptide;Acc:NP_497072]
M151.3	Protein M151.3  [Source:RefSeq peptide;Acc:NP_494599]
F59E10.2	Peptidyl-prolyl cis-trans isomerase 4  [Source:UniProtKB/Swiss-Prot;Acc:P52012]
Y62F5A.12	Protein Y62F5A.12  [Source:RefSeq peptide;Acc:NP_001122666]
F07F6.7	Protein F07F6.7  [Source:RefSeq peptide;Acc:NP_740988]
