ensembl_gene_id	description
ENSMUSG00000023087	CCR4 carbon catabolite repression 4-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:109382]
ENSMUSG00000024771	lipase, family member K [Source:MGI Symbol;Acc:MGI:2679259]
ENSMUSG00000001802	low density lipoprotein receptor-related protein 3 [Source:MGI Symbol;Acc:MGI:3584516]
ENSMUSG00000003541	immediate early response 3 [Source:MGI Symbol;Acc:MGI:104814]
ENSMUSG00000063251	keratin associated protein 4-1 [Source:MGI Symbol;Acc:MGI:3622079]
ENSMUSG00000051593	olfactory receptor 272 [Source:MGI Symbol;Acc:MGI:3030106]
ENSMUSG00000044649	keratin associated protein 4-2 [Source:MGI Symbol;Acc:MGI:1915923]
ENSMUSG00000055371	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2 [Source:MGI Symbol;Acc:MGI:1929100]
ENSMUSG00000047061	predicted gene 9817 [Source:MGI Symbol;Acc:MGI:3809102]
ENSMUSG00000049537	trans-2,3-enoyl-CoA reductase-like [Source:MGI Symbol;Acc:MGI:2444966]
ENSMUSG00000045109	keratin associated protein 4-7 [Source:MGI Symbol;Acc:MGI:1923694]
ENSMUSG00000052698	talin 2 [Source:MGI Symbol;Acc:MGI:1917799]
ENSMUSG00000078706	predicted gene 53 [Source:MGI Symbol;Acc:MGI:2684899]
ENSMUSG00000022996	wingless related MMTV integration site 10b [Source:MGI Symbol;Acc:MGI:108061]
ENSMUSG00000022957	intersectin 1 (SH3 domain protein 1A) [Source:MGI Symbol;Acc:MGI:1338069]
ENSMUSG00000024770	lipase, family member N [Source:MGI Symbol;Acc:MGI:1917416]
ENSMUSG00000020844	nucleoredoxin [Source:MGI Symbol;Acc:MGI:109331]
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]
ENSMUSG00000038175	myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271]
ENSMUSG00000079168	CD209g antigen [Source:MGI Symbol;Acc:MGI:1917442]
ENSMUSG00000022997	wingless-related MMTV integration site 1 [Source:MGI Symbol;Acc:MGI:98953]
ENSMUSG00000070983	olfactory receptor 270 [Source:MGI Symbol;Acc:MGI:3030104]
ENSMUSG00000038690	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2 [Source:MGI Symbol;Acc:MGI:1927558]
ENSMUSG00000056078	lipase, family member M [Source:MGI Symbol;Acc:MGI:1926003]
ENSMUSG00000015242	nipsnap homolog 3A (C. elegans) [Source:MGI Symbol;Acc:MGI:1920648]
ENSMUSG00000059213	dendrin [Source:MGI Symbol;Acc:MGI:108101]
ENSMUSG00000078130	predicted gene 11555 [Source:MGI Symbol;Acc:MGI:3651823]
ENSMUSG00000063808	G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1914721]
ENSMUSG00000038861	phosphatidylinositol 4-kinase, catalytic, beta polypeptide [Source:MGI Symbol;Acc:MGI:1334433]
ENSMUSG00000052389	predicted gene 9875 [Source:MGI Symbol;Acc:MGI:3642007]
ENSMUSG00000030032	WD repeat domain 54 [Source:MGI Symbol;Acc:MGI:1922909]
ENSMUSG00000067713	protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:108411]
ENSMUSG00000048796	cytochrome b-561 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919273]
ENSMUSG00000036181	histone cluster 1, H1c [Source:MGI Symbol;Acc:MGI:1931526]
ENSMUSG00000018411	microtubule-associated protein tau [Source:MGI Symbol;Acc:MGI:97180]
ENSMUSG00000029627	zinc finger with KRAB and SCAN domains 14 [Source:MGI Symbol;Acc:MGI:1914485]
ENSMUSG00000028211	transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]
ENSMUSG00000069310	histone cluster 1, H3c [Source:MGI Symbol;Acc:MGI:2448320]
ENSMUSG00000025134	Aly/REF export factor [Source:MGI Symbol;Acc:MGI:1341044]
ENSMUSG00000020875	homeobox B9 [Source:MGI Symbol;Acc:MGI:96190]
ENSMUSG00000026728	vimentin [Source:MGI Symbol;Acc:MGI:98932]
ENSMUSG00000015937	H2A histone family, member Y [Source:MGI Symbol;Acc:MGI:1349392]
ENSMUSG00000072714	ribosomal protein L21, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3646825]
ENSMUSG00000059714	flotillin 1 [Source:MGI Symbol;Acc:MGI:1100500]
ENSMUSG00000075031	histone cluster 1, H2bb [Source:MGI Symbol;Acc:MGI:2448377]
ENSMUSG00000097148	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QWZ0]
ENSMUSG00000051136	growth hormone secretagogue receptor [Source:MGI Symbol;Acc:MGI:2441906]
ENSMUSG00000061615	histone cluster 1, H2ab [Source:MGI Symbol;Acc:MGI:2448306]
ENSMUSG00000024622	HMG box domain containing 3 [Source:MGI Symbol;Acc:MGI:2441817]
ENSMUSG00000032744	hairy/enhancer-of-split related with YRPW motif-like [Source:MGI Symbol;Acc:MGI:1860511]
ENSMUSG00000020843	translocase of inner mitochondrial membrane 22 [Source:MGI Symbol;Acc:MGI:1929742]
ENSMUSG00000056687	predicted gene 11696 [Source:MGI Symbol;Acc:MGI:3701776]
ENSMUSG00000055991	zinc finger with KRAB and SCAN domains 5 [Source:MGI Symbol;Acc:MGI:107533]
ENSMUSG00000028996	retinol binding protein 7, cellular [Source:MGI Symbol;Acc:MGI:1890409]
ENSMUSG00000039286	fibronectin type III domain containing 3B [Source:MGI Symbol;Acc:MGI:1919257]
ENSMUSG00000032333	stomatin-like 1 [Source:MGI Symbol;Acc:MGI:1916356]
ENSMUSG00000069267	histone cluster 1, H3b [Source:MGI Symbol;Acc:MGI:2448319]
ENSMUSG00000034320	solute carrier family 26 (sulfate transporter), member 2 [Source:MGI Symbol;Acc:MGI:892977]
ENSMUSG00000027224	dual oxidase maturation factor 1 [Source:MGI Symbol;Acc:MGI:2384861]
ENSMUSG00000019989	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:MGI Symbol;Acc:MGI:2143702]
ENSMUSG00000020250	thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]
ENSMUSG00000019857	ASF1 anti-silencing function 1 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913653]
ENSMUSG00000021745	protein tyrosine phosphatase, receptor type, G [Source:MGI Symbol;Acc:MGI:97814]
ENSMUSG00000015247	nipsnap homolog 3B (C. elegans) [Source:MGI Symbol;Acc:MGI:1913786]
ENSMUSG00000028992	nicotinamide nucleotide adenylyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913704]
ENSMUSG00000001525	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]
ENSMUSG00000035007	RUN domain containing 1 [Source:MGI Symbol;Acc:MGI:2144506]
ENSMUSG00000036875	DNA replication helicase 2 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2443732]
ENSMUSG00000024575	phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:MGI Symbol;Acc:MGI:97524]
ENSMUSG00000032334	lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096]
ENSMUSG00000011832	ecotropic viral integration site 5 like [Source:MGI Symbol;Acc:MGI:2442167]
ENSMUSG00000056648	homeobox B8 [Source:MGI Symbol;Acc:MGI:96189]
ENSMUSG00000061689	discs, large homolog-associated protein 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:2138865]
ENSMUSG00000039680	mitochondrial ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:2153111]
ENSMUSG00000021111	poly (A) polymerase alpha [Source:MGI Symbol;Acc:MGI:109301]
ENSMUSG00000069266	histone cluster 1, H4b [Source:MGI Symbol;Acc:MGI:2448420]
ENSMUSG00000060093	histone cluster 1, H4a [Source:MGI Symbol;Acc:MGI:2448419]
ENSMUSG00000037174	E74-like factor 2 [Source:MGI Symbol;Acc:MGI:1916507]
ENSMUSG00000043164	transmembrane protein 212 [Source:MGI Symbol;Acc:MGI:2685410]
ENSMUSG00000061607	mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]
ENSMUSG00000089774	solute carrier family 5 (inositol transporters), member 3 [Source:MGI Symbol;Acc:MGI:1858226]
ENSMUSG00000069265	histone cluster 1, H3a [Source:MGI Symbol;Acc:MGI:2668828]
ENSMUSG00000019856	family with sequence similarity 184, member A [Source:MGI Symbol;Acc:MGI:1923156]
ENSMUSG00000038721	homeobox B7 [Source:MGI Symbol;Acc:MGI:96188]
ENSMUSG00000039672	potassium voltage-gated channel, Isk-related subfamily, gene 2 [Source:MGI Symbol;Acc:MGI:1891123]
ENSMUSG00000034098	follistatin-like 5 [Source:MGI Symbol;Acc:MGI:2442179]
ENSMUSG00000020611	guanine nucleotide binding protein, alpha 13 [Source:MGI Symbol;Acc:MGI:95768]
ENSMUSG00000030494	rhophilin, Rho GTPase binding protein 2 [Source:MGI Symbol;Acc:MGI:1289234]
ENSMUSG00000051989	small integral membrane protein 11 [Source:MGI Symbol;Acc:MGI:1916186]
ENSMUSG00000045065	RIKEN cDNA 9930022D16 gene [Source:MGI Symbol;Acc:MGI:2444178]
ENSMUSG00000026384	protein tyrosine phosphatase, non-receptor type 4 [Source:MGI Symbol;Acc:MGI:1099792]
ENSMUSG00000051728	RIKEN cDNA 4930563D23 gene [Source:MGI Symbol;Acc:MGI:1922578]
ENSMUSG00000048154	myeloid/lymphoid or mixed-lineage leukemia 2 [Source:MGI Symbol;Acc:MGI:2682319]
ENSMUSG00000036054	SURP and G patch domain containing 2 [Source:MGI Symbol;Acc:MGI:2678085]
ENSMUSG00000032038	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:1316743]
ENSMUSG00000069718	predicted gene 11563 [Source:MGI Symbol;Acc:MGI:3650330]
ENSMUSG00000039639	potassium voltage-gated channel, Isk-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96673]
ENSMUSG00000059791	nurim (nuclear envelope membrane protein) [Source:MGI Symbol;Acc:MGI:2146855]
ENSMUSG00000048997	ataxin 7-like 2 [Source:MGI Symbol;Acc:MGI:1919772]
ENSMUSG00000011257	poly(A) binding protein, cytoplasmic 4 [Source:MGI Symbol;Acc:MGI:2385206]
ENSMUSG00000091957	ribosomal protein S2, pseudogene 10 [Source:MGI Symbol;Acc:MGI:3645604]
ENSMUSG00000022951	regulator of calcineurin 1 [Source:MGI Symbol;Acc:MGI:1890564]
ENSMUSG00000015202	Cnksr family member 3 [Source:MGI Symbol;Acc:MGI:2674130]
ENSMUSG00000071252	RIKEN cDNA 2210408I21 gene [Source:MGI Symbol;Acc:MGI:1919621]
ENSMUSG00000020610	archaelysin family metallopeptidase 2 [Source:MGI Symbol;Acc:MGI:104837]
ENSMUSG00000063316	ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]
ENSMUSG00000032040	decapping enzyme, scavenger [Source:MGI Symbol;Acc:MGI:1916555]
ENSMUSG00000051297	RIKEN cDNA 2410124H12 gene [Source:MGI Symbol;Acc:MGI:1924035]
ENSMUSG00000017631	active BCR-related gene [Source:MGI Symbol;Acc:MGI:107771]
ENSMUSG00000038685	regulator of telomere elongation helicase 1 [Source:MGI Symbol;Acc:MGI:2139369]
ENSMUSG00000096210	H1 histone family, member 0 [Source:MGI Symbol;Acc:MGI:95893]
ENSMUSG00000075566	keratin associated protein 4-6 [Source:MGI Symbol;Acc:MGI:1916018]
ENSMUSG00000022949	chloride intracellular channel 6 [Source:MGI Symbol;Acc:MGI:2146607]
ENSMUSG00000078279	predicted gene 14189 [Source:MGI Symbol;Acc:MGI:3651810]
ENSMUSG00000034595	protein phosphatase 1, regulatory subunit 18 [Source:MGI Symbol;Acc:MGI:1923698]
ENSMUSG00000033871	peroxisome proliferative activated receptor, gamma, coactivator 1 beta [Source:MGI Symbol;Acc:MGI:2444934]
ENSMUSG00000030030	RIKEN cDNA 1700003E16 gene [Source:MGI Symbol;Acc:MGI:1919087]
ENSMUSG00000078278	predicted gene 14187 [Source:MGI Symbol;Acc:MGI:3651816]
ENSMUSG00000033852	phospholipase A2, group IVB (cytosolic) [Source:MGI Symbol;Acc:MGI:2384819]
ENSMUSG00000028051	hyperpolarization-activated, cyclic nucleotide-gated K+ 3 [Source:MGI Symbol;Acc:MGI:1298211]
ENSMUSG00000006378	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389]
ENSMUSG00000033268	dual oxidase 1 [Source:MGI Symbol;Acc:MGI:2139422]
ENSMUSG00000040919	RIKEN cDNA 4930505A04 gene [Source:MGI Symbol;Acc:MGI:1922337]
ENSMUSG00000000253	guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]
ENSMUSG00000007812	zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861]
ENSMUSG00000027695	phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585]
ENSMUSG00000030493	RIKEN cDNA C230052I12 gene [Source:MGI Symbol;Acc:MGI:2142208]
ENSMUSG00000028618	transmembrane protein 59 [Source:MGI Symbol;Acc:MGI:1929278]
ENSMUSG00000046753	coiled-coil domain containing 66 [Source:MGI Symbol;Acc:MGI:2443639]
ENSMUSG00000022952	runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852]
ENSMUSG00000070420	zinc finger and SCAN domain containing 25 [Source:MGI Symbol;Acc:MGI:3647079]
ENSMUSG00000060923	acylphosphatase 2, muscle type [Source:MGI Symbol;Acc:MGI:1922822]
ENSMUSG00000078277	predicted gene 14177 [Source:MGI Symbol;Acc:MGI:3650022]
ENSMUSG00000078276	predicted gene 14190 [Source:MGI Symbol;Acc:MGI:3651811]
ENSMUSG00000078275	predicted gene 14192 [Source:MGI Symbol;Acc:MGI:3649324]
ENSMUSG00000033055	ankyrin repeat domain 54 [Source:MGI Symbol;Acc:MGI:2444209]
ENSMUSG00000078274	predicted gene 14184 [Source:MGI Symbol;Acc:MGI:3650024]
ENSMUSG00000078273	predicted gene 14183 [Source:MGI Symbol;Acc:MGI:3650016]
ENSMUSG00000078272	predicted gene 14196 [Source:MGI Symbol;Acc:MGI:3652055]
ENSMUSG00000070419	cytochrome P450, family 3, subfamily a, polypeptide 57 [Source:MGI Symbol;Acc:MGI:3646373]
ENSMUSG00000078271	predicted gene 14185 [Source:MGI Symbol;Acc:MGI:3651814]
ENSMUSG00000078270	predicted gene 14193 [Source:MGI Symbol;Acc:MGI:3651818]
ENSMUSG00000023755	Ras homolog enriched in brain like 1 [Source:MGI Symbol;Acc:MGI:1916409]
ENSMUSG00000003746	mannosidase 1, alpha [Source:MGI Symbol;Acc:MGI:104677]
ENSMUSG00000078269	predicted gene 14180 [Source:MGI Symbol;Acc:MGI:3650017]
ENSMUSG00000025135	anaphase promoting complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913406]
ENSMUSG00000078268	predicted gene 14191 [Source:MGI Symbol;Acc:MGI:3651812]
ENSMUSG00000078267	predicted gene 14179 [Source:MGI Symbol;Acc:MGI:3650800]
ENSMUSG00000024422	DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:MGI Symbol;Acc:MGI:1916442]
ENSMUSG00000078266	predicted gene 14178 [Source:MGI Symbol;Acc:MGI:3650019]
ENSMUSG00000022948	SET domain containing 4 [Source:MGI Symbol;Acc:MGI:2136890]
ENSMUSG00000078265	predicted gene 14181 [Source:MGI Symbol;Acc:MGI:3650018]
ENSMUSG00000038656	cytochrome P450, family 3, subfamily a, polypeptide 16 [Source:MGI Symbol;Acc:MGI:106099]
ENSMUSG00000078264	predicted gene 14194 [Source:MGI Symbol;Acc:MGI:3649727]
ENSMUSG00000078263	predicted gene 14188 [Source:MGI Symbol;Acc:MGI:3651817]
ENSMUSG00000023072	centrosomal protein 89 [Source:MGI Symbol;Acc:MGI:1919390]
ENSMUSG00000029245	Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654]
ENSMUSG00000078668	predicted gene 11595 [Source:MGI Symbol;Acc:MGI:3652308]
ENSMUSG00000044034	neuropeptide B [Source:MGI Symbol;Acc:MGI:2387153]
ENSMUSG00000036244	TBC1 domain family, member 21 [Source:MGI Symbol;Acc:MGI:1921536]
ENSMUSG00000003573	homer homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1347359]
ENSMUSG00000071151	predicted gene 4799 [Source:MGI Symbol;Acc:MGI:3648850]
ENSMUSG00000075552	cytochrome P450, family 3, subfamily a, polypeptide 41B [Source:MGI Symbol;Acc:MGI:3714859]
ENSMUSG00000049539	histone cluster 1, H1a [Source:MGI Symbol;Acc:MGI:1931523]
ENSMUSG00000033326	lysine (K)-specific demethylase 4A [Source:MGI Symbol;Acc:MGI:2446210]
ENSMUSG00000096217	predicted gene 4904 [Source:MGI Symbol;Acc:MGI:3648291]
ENSMUSG00000090658	protease, serine, 47 [Source:MGI Symbol;Acc:MGI:2685120]
ENSMUSG00000037535	RIKEN cDNA 1700021A07 gene [Source:MGI Symbol;Acc:MGI:1924174]
ENSMUSG00000047213	YTH domain family 3 [Source:MGI Symbol;Acc:MGI:1918850]
ENSMUSG00000094597	predicted gene 4810 [Source:MGI Symbol;Acc:MGI:3648106]
ENSMUSG00000089868	predicted gene 16134 [Source:MGI Symbol;Acc:MGI:3802157]
ENSMUSG00000036860	mitochondrial ribosomal protein L55 [Source:MGI Symbol;Acc:MGI:1914462]
ENSMUSG00000057465	serum amyloid A 2 [Source:MGI Symbol;Acc:MGI:98222]
ENSMUSG00000055723	related RAS viral (r-ras) oncogene homolog 2 [Source:MGI Symbol;Acc:MGI:1914172]
ENSMUSG00000073418	complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]
ENSMUSG00000030203	dual specificity phosphatase 16 [Source:MGI Symbol;Acc:MGI:1917936]
ENSMUSG00000034792	guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]
ENSMUSG00000091306	predicted gene, 17606 [Source:MGI Symbol;Acc:MGI:4937240]
ENSMUSG00000036826	IGF-like family receptor 1 [Source:MGI Symbol;Acc:MGI:3655979]
ENSMUSG00000034789	RAB24, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105065]
ENSMUSG00000074115	serum amyloid A 1 [Source:MGI Symbol;Acc:MGI:98221]
ENSMUSG00000044199	sphingosine-1-phosphate receptor 4 [Source:MGI Symbol;Acc:MGI:1333809]
ENSMUSG00000078780	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]
ENSMUSG00000086071	predicted gene 12354 [Source:MGI Symbol;Acc:MGI:3649534]
ENSMUSG00000031861	lysophosphatidic acid receptor 2 [Source:MGI Symbol;Acc:MGI:1858422]
ENSMUSG00000059040	predicted gene 5506 [Source:MGI Symbol;Acc:MGI:3648653]
ENSMUSG00000038422	haloacid dehalogenase-like hydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:1919998]
ENSMUSG00000029246	phosphoribosyl pyrophosphate amidotransferase [Source:MGI Symbol;Acc:MGI:2387203]
ENSMUSG00000022911	ADP-ribosylation factor-like 13B [Source:MGI Symbol;Acc:MGI:1915396]
ENSMUSG00000042388	discs, large (Drosophila) homolog-associated protein 3 [Source:MGI Symbol;Acc:MGI:3039563]
ENSMUSG00000082320	predicted gene 11877 [Source:MGI Symbol;Acc:MGI:3652029]
ENSMUSG00000031990	junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825]
ENSMUSG00000040017	serum amyloid A 4 [Source:MGI Symbol;Acc:MGI:98224]
ENSMUSG00000005968	tuftelin 1 [Source:MGI Symbol;Acc:MGI:109572]
ENSMUSG00000009394	synapsin II [Source:MGI Symbol;Acc:MGI:103020]
ENSMUSG00000040026	serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223]
ENSMUSG00000029847	RIKEN cDNA 2010107G12 gene [Source:MGI Symbol;Acc:MGI:1917272]
ENSMUSG00000038250	ubiquitin specific peptidase 38 [Source:MGI Symbol;Acc:MGI:1922091]
ENSMUSG00000031827	coactosin-like 1 (Dictyostelium) [Source:MGI Symbol;Acc:MGI:1919292]
ENSMUSG00000001844	zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]
ENSMUSG00000042096	D-amino acid oxidase [Source:MGI Symbol;Acc:MGI:94859]
ENSMUSG00000057963	inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]
ENSMUSG00000021359	transcription factor AP-2, alpha [Source:MGI Symbol;Acc:MGI:104671]
ENSMUSG00000024979	tectorin beta [Source:MGI Symbol;Acc:MGI:109574]
ENSMUSG00000083105	predicted gene 12393 [Source:MGI Symbol;Acc:MGI:3651009]
ENSMUSG00000028716	PDZK1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914432]
ENSMUSG00000092443	predicted gene, 20726 [Source:MGI Symbol;Acc:MGI:5313035]
ENSMUSG00000055732	predicted gene 9979 [Source:MGI Symbol;Acc:MGI:3642885]
ENSMUSG00000061701	F-box and WD-40 domain protein 20 [Source:MGI Symbol;Acc:MGI:3584372]
ENSMUSG00000085244	RIKEN cDNA B930086A06 gene [Source:MGI Symbol;Acc:MGI:2444368]
ENSMUSG00000052914	cytochrome P450, family 2, subfamily j, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1270148]
ENSMUSG00000030017	regenerating islet-derived 3 gamma [Source:MGI Symbol;Acc:MGI:109406]
ENSMUSG00000090232	predicted gene 16132 [Source:MGI Symbol;Acc:MGI:3802156]
ENSMUSG00000042992	loss of heterozygosity, 12, chromosomal region 1 homolog (human) [Source:MGI Symbol;Acc:MGI:1915024]
ENSMUSG00000022449	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 [Source:MGI Symbol;Acc:MGI:2660628]
ENSMUSG00000095895	predicted gene, 21963 [Source:MGI Symbol;Acc:MGI:5439432]
ENSMUSG00000089854	predicted gene 16133 [Source:MGI Symbol;Acc:MGI:3802155]
ENSMUSG00000034456	urocanase domain containing 1 [Source:MGI Symbol;Acc:MGI:2385332]
ENSMUSG00000074863	predicted gene 5665 [Source:MGI Symbol;Acc:MGI:3645613]
ENSMUSG00000083005	predicted gene 12392 [Source:MGI Symbol;Acc:MGI:3651008]
ENSMUSG00000050550	predicted gene 11868 [Source:MGI Symbol;Acc:MGI:3650507]
ENSMUSG00000020444	guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]
ENSMUSG00000003970	ribosomal protein L8 [Source:MGI Symbol;Acc:MGI:1350927]
ENSMUSG00000048138	doublesex and mab-3 related transcription factor 2 [Source:MGI Symbol;Acc:MGI:1330307]
ENSMUSG00000095512	predicted gene 17222 [Source:MGI Symbol;Acc:MGI:4938049]
ENSMUSG00000000134	transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]
ENSMUSG00000050312	NOL1/NOP2/Sun domain family member 3 [Source:MGI Symbol;Acc:MGI:2146565]
ENSMUSG00000042372	doublesex and mab-3 related transcription factor 3 [Source:MGI Symbol;Acc:MGI:2449470]
ENSMUSG00000056643	carbohydrate (chondroitin 4) sulfotransferase 13 [Source:MGI Symbol;Acc:MGI:1919047]
ENSMUSG00000021576	programmed cell death 6 [Source:MGI Symbol;Acc:MGI:109283]
ENSMUSG00000021194	chromogranin A [Source:MGI Symbol;Acc:MGI:88394]
ENSMUSG00000038957	enhancer of mRNA decapping 3 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142951]
ENSMUSG00000027777	schwannomin interacting protein 1 [Source:MGI Symbol;Acc:MGI:1353557]
ENSMUSG00000025571	trinucleotide repeat containing 6C [Source:MGI Symbol;Acc:MGI:2443265]
ENSMUSG00000043448	gap junction protein, gamma 2 [Source:MGI Symbol;Acc:MGI:2153060]
ENSMUSG00000028626	collagen, type IX, alpha 2 [Source:MGI Symbol;Acc:MGI:88466]
ENSMUSG00000025917	COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana) [Source:MGI Symbol;Acc:MGI:1349415]
ENSMUSG00000034107	anoctamin 7 [Source:MGI Symbol;Acc:MGI:3052714]
ENSMUSG00000055041	COMM domain containing 5 [Source:MGI Symbol;Acc:MGI:1913648]
ENSMUSG00000007655	caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]
ENSMUSG00000041747	UTP15, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:2145443]
ENSMUSG00000049287	IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3041174]
ENSMUSG00000060798	inturned planar cell polarity effector homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2443752]
ENSMUSG00000033669	zinc finger protein 7 [Source:MGI Symbol;Acc:MGI:99208]
ENSMUSG00000025402	Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]
ENSMUSG00000038156	spondin 1, (f-spondin) extracellular matrix protein [Source:MGI Symbol;Acc:MGI:2385287]
ENSMUSG00000024837	doublesex and mab-3 related transcription factor 1 [Source:MGI Symbol;Acc:MGI:1354733]
ENSMUSG00000050533	predicted pseudogene 9845 [Source:MGI Symbol;Acc:MGI:3704215]
ENSMUSG00000055540	Eph receptor A6 [Source:MGI Symbol;Acc:MGI:108034]
ENSMUSG00000034601	RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217]
ENSMUSG00000029203	ubiquitin-conjugating enzyme E2K [Source:MGI Symbol;Acc:MGI:1858216]
ENSMUSG00000073862	predicted gene 5600 [Source:MGI Symbol;Acc:MGI:3645703]
ENSMUSG00000022526	zinc finger protein 251 [Source:MGI Symbol;Acc:MGI:1918841]
ENSMUSG00000033233	tripartite motif-containing 45 [Source:MGI Symbol;Acc:MGI:1918187]
ENSMUSG00000069913	acidic (leucine-rich) nuclear phosphoprotein 32 family, pseudogene [Source:MGI Symbol;Acc:MGI:3525200]
ENSMUSG00000082763	predicted gene 12457 [Source:MGI Symbol;Acc:MGI:3650850]
ENSMUSG00000080754	ribosomal protein L36, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3649699]
ENSMUSG00000036158	prickle homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1916034]
ENSMUSG00000083504	predicted gene 12450 [Source:MGI Symbol;Acc:MGI:3651235]
ENSMUSG00000039814	X Kell blood group precursor-related family, member 5 [Source:MGI Symbol;Acc:MGI:2442327]
ENSMUSG00000087501	predicted gene 12116 [Source:MGI Symbol;Acc:MGI:3652289]
ENSMUSG00000039244	RIKEN cDNA E130309D02 gene [Source:MGI Symbol;Acc:MGI:2442621]
ENSMUSG00000036442	THAP domain containing 11 [Source:MGI Symbol;Acc:MGI:1930964]
ENSMUSG00000027896	solute carrier family 16 (monocarboxylic acid transporters), member 4 [Source:MGI Symbol;Acc:MGI:2385183]
ENSMUSG00000029004	myeloid/lymphoid or mixed-lineage leukemia 5 [Source:MGI Symbol;Acc:MGI:1924825]
ENSMUSG00000049699	urocortin 2 [Source:MGI Symbol;Acc:MGI:2176375]
ENSMUSG00000024875	Yip1 interacting factor homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915340]
ENSMUSG00000008450	nuclear transport factor 2 [Source:MGI Symbol;Acc:MGI:1915301]
ENSMUSG00000058945	predicted gene 10056 [Source:MGI Symbol;Acc:MGI:3708689]
ENSMUSG00000075040	zinc finger protein 408 [Source:MGI Symbol;Acc:MGI:2685857]
ENSMUSG00000032105	PDZ domain containing 3 [Source:MGI Symbol;Acc:MGI:2429554]
ENSMUSG00000097678	RIKEN cDNA B230377A18 gene [Source:MGI Symbol;Acc:MGI:3704260]
